source_ordinal	json_pointer	surface_id_exact	source_record_id_exact	record_semantic_sha256	archive_object_uuid	raw_record_uuid	trace_root_legacy_id	tier_presence	tier_exact_value	research_disposition	workflow_reason	import_disposition	parse_error	quarantine_id
66	/surfaces/66	SURF-VAM20K-00134	VAM20K-00134	1da24cacfe0b98e67cbd0000f8b8b84f7de23eb6d540dc7efbd4b66d6bdb41d8	ee0a204d-eea3-5478-ada4-d6e5ad17bcf0	3b5a5b1e-6a58-59b7-91f8-60aab8d3ab8a	TRN-OBJ-B7FA93781EB531	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
67	/surfaces/67	SURF-VAM20K-00135	VAM20K-00135	8d881c44d1d07a47fce97ec066b974b66d5002d380d0850d49d4a49cbc0abd40	bd121e34-b282-5156-ac36-04f940ec7223	b479e2e9-7371-5b21-8016-384073837c86	TRN-OBJ-1348B8DF6B7AEC	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
68	/surfaces/68	SURF-VAM20K-00136	VAM20K-00136	141566a3c14524958ae6f7fd11d5123919a569e239fe310921c4d00d15e5a47a	656cb794-404b-5e98-9d37-053db898d6a6	36a33be8-501d-59cf-9833-62ca9abecd19	TRN-OBJ-E12B5C38B51890	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
69	/surfaces/69	SURF-CCE2026R00001	CCE2026R00001	23277e68b4632e8ab273b9a1180c8c3d64f88c5d3e8f4a8cd6de9f6856fb9cb6	0f9fbbc4-ee76-59c3-8e60-69e2e7b9ff86	9ba8e430-c379-51de-aaef-9105b3bc59a8	TRN-OBJ-73D982BB55F155	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
70	/surfaces/70	SURF-CCT2026R00615	CCT2026R00615	aea70c97aa91e9fc12631cb1991e8635cbb54e6aabb76fcd69fed335aebfae93	e8cd3bbe-5f5c-5b29-b709-be6f2905eda1	768d3bdd-635b-52c0-959e-84a6a0547155	TRN-OBJ-C1A5EACAD3CA02	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
71	/surfaces/71	SURF-GAX1970R002	GAX1970R002	5e367471ffa47d4f0028d14727c98e0b50e186198d377c2c73d7df8b5a60381a	1365da14-6573-5139-8a5e-5c269db8d774	baf53e88-a0c9-51ad-992a-683c4fdc6789	TRN-OBJ-0E5A603E47DDFB	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
72	/surfaces/72	SURF-VAM20K-00028	VAM20K-00028	9d500f4153dc294cadf76e014d6e89bb3cbebdd8f07000f377562dab54a27354	ca798b7d-5320-5717-9976-43e3295523f8	ddc8362c-d058-560b-aa4b-9ddd09fb58ae	TRN-OBJ-C17281277C6923	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
73	/surfaces/73	SURF-VAM20K-00029	VAM20K-00029	74edc87981cb34a66a104a0e4e2f0029127dadb2398c746cea2c2a6552224d37	fc33e041-b8fa-5d4c-ae2b-5add6ea75112	1c52c1d6-1b2f-5d0f-8b34-f748c7cacbd5	TRN-OBJ-3149219CCD0B53	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
74	/surfaces/74	SURF-VAM1833TRACE2026R001	VAM1833TRACE2026R001	1cd44c6d48f4cbc384bd9867b39777280a9c4858b328cce4543d6f58962965f2	d0ace250-551b-57b4-92f5-71a975b197c4	46dfb584-24ff-58c7-becd-32fda0d877d5	TRN-OBJ-16454D54B1BFDC	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
75	/surfaces/75	SURF-VAM1833TRACE2026R002	VAM1833TRACE2026R002	4dc439c9008713557e9f5cde58ca8fb48cccc2e4766adde342c6aecc7d1e82e8	2c64c44f-87db-561e-bcb8-b30505572c29	627eaf2c-2697-5c8f-9ce9-fb84f5b4e446	TRN-OBJ-38FCD251588C44	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
76	/surfaces/76	SURF-VAM1833TRACE2026R003	VAM1833TRACE2026R003	1fb528380e165c187fcaf3a5db5a397b87272e50070e68b46f16d22522b6d0de	0555940f-d5e8-534d-a0fc-ca279ad5017e	8a48336f-8d48-5450-8a63-600889f42279	TRN-OBJ-6E99021BEFD38B	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
77	/surfaces/77	SURF-CSPTRACE2026R0085	CSPTRACE2026R0085	10f57b48be95510ce36db203ee51f2600a13b747afd0ef6a71f9c6865cfe1a10	a9c47fb8-a678-5ce7-a65a-0e8ce1292607	acff1557-ed44-5612-b56a-4c9a12366520	TRN-OBJ-B24E4E01F95340	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
78	/surfaces/78	SURF-GA1970R001	GA1970R001	24fb99fa0c7384bca8b39ac2d26782d10c24150dd6a3b193aefc33fda2e6bc21	1c83ce83-930c-5156-9dbf-b7e03bb2c9a0	7aa32c05-e643-5099-bdb6-23cac63afda8	TRN-OBJ-A49AEF5BD8EBDC	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
79	/surfaces/79	SURF-VAM20K-00015	VAM20K-00015	c38d82798f438b0071e0a6937baa6a7b553ae5670d753dd44ec0db70869ca335	f3a46882-647c-53a4-bfa3-bab85c1d8999	34207293-6ef0-5a84-b341-459d83ab6b62	TRN-OBJ-51A747CB4752F4	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
80	/surfaces/80	SURF-GAX1970R003	GAX1970R003	c8f5fdfa0600d98c6def4497e8cf4f52af0a4f15c24c83c1619d12d461226c1e	64b53fa8-7289-5acd-afee-01c4519d2536	1ab88922-0397-5295-a29f-306962786a49	TRN-OBJ-E3AA7C27346EFC	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
81	/surfaces/81	SURF-VAM20K-00016	VAM20K-00016	74171304402efd2dc40b294197e90f2fe7f60fcedc69ddbbf6e1940f7805b3b0	5a4a8d9e-1e70-518b-9471-ced4615e587a	2d9f755d-231a-5e9d-87ac-385401069f8e	TRN-OBJ-4DE7DA9E43CD09	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
82	/surfaces/82	SURF-VAM20K-00017	VAM20K-00017	7c1e1282cebb42f4dc3210550d850148d09f836fe7a7bca0b43d0e58176e40c5	352bdeb3-2dd9-59c2-9622-ef7ee681a383	56b0d0cf-d64e-5a37-9ebe-c75691ae5ec3	TRN-OBJ-2053FD11682A5F	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
83	/surfaces/83	SURF-CAW2026R00117	CAW2026R00117	f21d4613df19c69641360b10b21125466a954c1efc1204341118639af9e19bad	ede256db-a1d1-5e51-8615-85a6b964911d	fe217049-6a63-56a9-a052-4db75b4e951e	TRN-OBJ-D0D8AE57646DC3	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
84	/surfaces/84	SURF-CSPTRACE2026R0088	CSPTRACE2026R0088	b3c0bf7fab94c06d0e30dff3e25dbbab7e90d0b8552babf2115c19a533cc586d	7fdf8648-ab10-5658-bc02-5484a099a86d	9e031acc-009c-5b27-bc63-9d79f653ba91	TRN-OBJ-1026BA1EFDE151	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
85	/surfaces/85	SURF-CSPTRACE2026R0090	CSPTRACE2026R0090	ff39d71b02f8dcd9d6e6819125572478c475e046846184b3f1fa97ddffb97281	fb495fbb-8d72-5b5e-a5a7-b1e0c3846045	bb4471bb-d0cf-51bb-8be3-e30c054a9b8a	TRN-OBJ-B76B5E39EC145D	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
86	/surfaces/86	SURF-VAM20K-00018	VAM20K-00018	5cf3985db23efc56bf020d9a6cc35eeed3afc980b464c297704e3178067fc2d4	d9035144-b182-52d6-a381-22f49abd0a78	1a02a3eb-a4cf-5dd7-9bc3-e047965bfd2f	TRN-OBJ-A95618A8C6D93C	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
87	/surfaces/87	SURF-VAM20K-00019	VAM20K-00019	85703b7ee372db46c96e57bcffc00e7f08c221b557b1a62a3c08ada8dae6fd3a	ff1cdbf7-0ef4-54b3-aa3c-c7c29ec51b9a	7392027d-fdf6-5d48-a4e4-a35b41c7af3e	TRN-OBJ-415CDBED9C6B61	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
88	/surfaces/88	SURF-GAX1970R004	GAX1970R004	d4e728f8338d5dec16b2639ca1cd74dd7b759d465211136692de17b1fc68ebc4	20f00079-192c-524f-a831-f1a46f4e9ab3	dfd16e0c-8997-554a-93ca-091c63eb79fd	TRN-OBJ-37492C55682824	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
89	/surfaces/89	SURF-CCT2026R03606	CCT2026R03606	dee0712e6f57c43429528ed9c055b01221795a56c31ab5c3c3aaf451f89bb065	a0cfca3a-27b8-5523-a217-3b13eca966db	0006533e-95db-5c1a-812b-dde20ac10058	TRN-OBJ-CC34310429CAEC	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
90	/surfaces/90	SURF-CAW2026R00134	CAW2026R00134	ea3cd2ecfe498e80e7a0fb7a4deed5afb4b252c2871a5a33a0b3112a51131971	edb68c6b-5edd-5b2a-9e10-2348f7378a46	3e8a04cc-8f0e-5d06-8047-571301e431c6	TRN-OBJ-298ACE21BED174	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
91	/surfaces/91	SURF-CAW2026R00135	CAW2026R00135	648fc7470bcd315a430d6641e10792abee352126dabe59a92e3dd5c2dee6779d	9786b71d-4904-549c-a9c0-612a8c8799a1	c17364b0-5f04-5a38-80a1-5abab8a4b24d	TRN-OBJ-A594755DECE33B	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
92	/surfaces/92	SURF-CCE2026R00004	CCE2026R00004	1af8167bd0c0c10f51de784aafd6b91e019f5e97d7e96ef788a543222ddc9de1	2095945e-55cf-5785-8bfc-f0bda8ea397f	c23be827-7b41-5039-9205-d0b1c2f9b2fa	TRN-OBJ-314101D374DEFB	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
93	/surfaces/93	SURF-CCT2026R03607	CCT2026R03607	ffd07c6f57ea2a6086e7acdc41f80a9f3a3f960bbe5efd034121b3ce27dfe087	efa7c90d-af2b-56b3-b1e7-f73ec60a71b1	c6af5e6c-99d9-5f96-b354-9b2f31011472	TRN-OBJ-9A68DCE9E75D7C	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
94	/surfaces/94	SURF-CCT2026R03608	CCT2026R03608	31b46a267109326dd6fbab7ec3c668b185a97fda6dc4270c14a970f7404331f5	a71c7218-dfde-586c-a179-a73c999c21dd	bd621073-5477-5297-b9fe-10cfb766bb4f	TRN-OBJ-6C6C7C505966AB	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
95	/surfaces/95	SURF-CCT2026R03609	CCT2026R03609	201248db354da3dc27122eb97fb824dd16c7473daa5fbe9275b2b88ccbaebd0d	67b73f2c-12e6-5b58-8118-55716fa21ce9	3b26f335-b347-50ac-bfcd-67a7bf09cbee	TRN-OBJ-6EF162E8BC2508	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
96	/surfaces/96	SURF-ER1830R002	ER1830R002	54345662a5a1df5ae83eb9a45a0a2ae3111b16fe832bcdda1da02811fdcacf5e	e4b72e17-4836-5ef4-a948-e856cbf4690e	6e479d31-2eb8-5098-a8ce-a9e4ec543af5	TRN-OBJ-F70BA4D566FF65	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
97	/surfaces/97	SURF-GAX1970R005	GAX1970R005	3f1856d99685e0504af07cac4cd9c3246b1d8dc458ef00c05e74d27b6ca541de	05b771e9-0ede-57eb-abe9-a3c9b72fbd7a	884acfa1-d16a-56b4-9a9a-de78f7e98ab9	TRN-OBJ-8DC63A3D6CB55E	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
98	/surfaces/98	SURF-SI1970R002	SI1970R002	c979d3229fc776fbc51f7ea87f34a69479b8385a38e087459bf4e22064f4f33b	6c60b48d-1be7-55ee-b152-4b309646cc1f	bf892f07-f20c-568b-8f65-36fc715dd027	TRN-OBJ-27C91D757C28C3	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
99	/surfaces/99	SURF-VAM20K-00111	VAM20K-00111	2410db2f392fef3dc91e7dd9810413a057be2ef35d4c417588de47ad41f095a5	78d4f023-f8d8-5b90-9e90-bf10152754c7	96f01819-807c-55d0-8c16-e075427ed1ce	TRN-OBJ-1C43D2C7FC6B1E	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
100	/surfaces/100	SURF-CAW2026R00138	CAW2026R00138	584a5942fcb7c65fc34d6ef8a60d0522ab11186599f75b3fbf6b1ee4f3745724	cb00fff5-f272-59e1-8449-de5d55cc915e	27617be5-ef9f-5d84-8446-2005a714003d	TRN-OBJ-1D105F12AA5E51	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
101	/surfaces/101	SURF-VAM20K-00099	VAM20K-00099	44982d4e07fdb646c32b4b9a1963d681ce75b1a965bb4e1c0ad836fd1676850c	2a49574e-ad63-5710-8e6c-d25f600d46e0	253069e4-ac46-5224-92a9-1537870b1ba9	TRN-OBJ-D3D035B8D0AFFC	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
102	/surfaces/102	SURF-VAM20K-00100	VAM20K-00100	cb70272c38262bf475ddcc5953254fd32a167ffbe50bc57d8a093a749c37547a	acb57f4e-ed3d-5227-b539-248a996eb815	30dcd4d9-6b54-5568-b151-796456bc14b5	TRN-OBJ-FC4D6A8CDDC283	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
103	/surfaces/103	SURF-VAM20K-00101	VAM20K-00101	946308fd3c5939004ad55b000fb46cf7a37aebc77b51f392717f346b7d8bb864	3984ab12-c367-587d-a768-5e8834bb0825	efbe7762-52c8-597b-88c3-4422307d564a	TRN-OBJ-4B8F6624659268	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
104	/surfaces/104	SURF-VAM20K-00102	VAM20K-00102	5774889e7bd5c9139fbc843a2c1f0b03545eea09531d1b55a89c2e213824d556	e0e6c6a6-be22-5b8e-b1f5-aff53e129487	78e7d662-7a63-521a-bd4f-28a28744c3c5	TRN-OBJ-0B3B5A04447B8A	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
105	/surfaces/105	SURF-CGS2026R0908	CGS2026R0908	d09281b95669a86b3966d92c2977ebea7440184095ce23991bb3f23ab896c4a5	3be99e61-7302-58f1-89cc-d774116a379a	b7d049f5-107d-5e75-b5e8-1707ef39c845	TRN-OBJ-CBA292D713064F	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
106	/surfaces/106	SURF-CRB2026V2R0657	CRB2026V2R0657	4173f38d112df7a30838f5ca4798eeebaf78ebdeb5695969c6b939de44b3db33	bbb349c3-4cbb-51ce-8661-f0f6c5ca2e9e	9c573ce9-45b3-5271-8934-e1fc32d05cbe	TRN-OBJ-9E94B2C0273BF7	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
107	/surfaces/107	SURF-GA1970R002	GA1970R002	4add5beffd83f7dbaa0d1fa3fbaa84f6e3150b65f61c6ca0a38479b1f0d85a3b	30d5b9a0-b1eb-5f54-b4d7-77321c3b41f2	c27c4967-6f9f-5cc3-85a2-5218fadacfca	TRN-OBJ-81ACC9D83E52FE	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
108	/surfaces/108	SURF-GA1970R003	GA1970R003	c2cf9f272b8ab019b5cb7ce716b11ba9b2aaf2e903c34ffbaf2a3792c5a01e03	55b6eb67-8efb-52de-b57f-afbcb92ecabb	a74f6fa3-1a46-5619-b840-f91733aed027	TRN-OBJ-F385B8B07A03E5	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
109	/surfaces/109	SURF-GAX1970R006	GAX1970R006	7e50cec50b7afc14b9ce3e086a8636b6139aafaf3c90189f0eb40cd23d72ffde	7271861d-fc3f-545a-bca2-db9980f4660c	4ddb7ab6-5dcd-546e-9d63-eb61aaefeb31	TRN-OBJ-BFFBCE47FC9161	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
110	/surfaces/110	SURF-VAM20K-00151-GROUP	VAM20K-00151-GROUP	56bb543ec643329793db114a0921f24bfe699633749cef7f89d76674d5e5af94	2abdd8e2-754b-54c6-a847-48be749d3fd9	6bdec9e2-e4ea-5ac8-af34-69201717309d	TRN-OBJ-6B9E2F8865AC50	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
111	/surfaces/111	SURF-VAM20K-00152	VAM20K-00152	be37ef941108747eac1dcb369c78d3b5ef29e5bcf3de69ff6112679ce3e47f76	6fb0e433-5ba2-55da-86cf-b70fd46555c1	bd9d5a89-fd24-57af-877e-5a4bafdac015	TRN-OBJ-9D73E2F06BA3A5	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
112	/surfaces/112	SURF-CCE2026R00005	CCE2026R00005	0737a1389bdaeb96a55c5048b2744c1ae86eee72189698cb11af101e1c80d2d3	e71c5f1e-2782-58cf-a7be-04911b31d04e	491f4c80-499f-5ec3-9883-f27572a8cab4	TRN-OBJ-C54F23A4ED421A	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
113	/surfaces/113	SURF-GAX1970R007	GAX1970R007	96681dd3fb1112d85a4c2b6ebf5023a529181732f4cc75bd195429f0feeda3de	02b777a2-9a5c-5e16-a81e-1c5ac2770833	22e4c574-cdf3-53d4-8051-3365e48960d6	TRN-OBJ-A1FBB4BE532555	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
114	/surfaces/114	SURF-VAM20K-00030	VAM20K-00030	519afecb31217259119ee2084537beeb8f7c10a974359e26141c037b898296a1	9c522f6f-d7cf-5050-8572-90237713eb18	e3d6c308-5d9b-50b1-b58d-cc89b951b394	TRN-OBJ-DFC726E6FDA655	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
115	/surfaces/115	SURF-VAM20K-00031	VAM20K-00031	6a47dbdddbf61b1a28d68c36418f880b52c0bd8e982788df79f35c0dbf2dde20	4ccac90e-90fa-5639-80a1-6b7724408751	28671ae0-7fe2-5069-8d1b-2d6accb08a32	TRN-OBJ-8DBC1735256BE7	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
116	/surfaces/116	SURF-VAM20K-00032	VAM20K-00032	dcf67b2be76adb7898b843cc6dce520c31812a06aa1a02178d99e1d9dbb86b6b	bc6cc42d-a28b-5193-8174-1ad44d46400a	64564451-143d-57de-b02d-91058dd319a2	TRN-OBJ-9902D14BC46029	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
117	/surfaces/117	SURF-GAX1970R008	GAX1970R008	f7a70f0d0e2d3fb68cc16234eff2533ee96d090410962ee819f027f8b1423744	2bd70663-856d-5607-85b0-fc2ee2e8a0a5	2ee6eb6f-6180-55ab-940a-f5c71f52d5ea	TRN-OBJ-C0080D54AADBC7	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
118	/surfaces/118	SURF-VAM20K-00023	VAM20K-00023	627e46bb70f4dd9d8477c62cda432d5b8dd7569932104b58eb88217293152296	931f7220-11e2-5398-969e-98b8d45ec73d	778895cd-19b2-585c-ae7c-172bb486f2d5	TRN-OBJ-BF498E99EA8B78	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
119	/surfaces/119	SURF-VAM20K-00024	VAM20K-00024	c242c91e3ed30441571b71fa7b3c183a054decdf75f48ef0ba40e2527c6f8612	5da488c0-7c98-5ff8-bb70-de732d5e8ae6	8951a7e2-4212-50ff-a93d-697877ef8a44	TRN-OBJ-C47985E5E0920D	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
120	/surfaces/120	SURF-VAM20K-00025	VAM20K-00025	e7b7c7bd1600968d868596342c9682e471adac843b997ef094e4877bb63691d1	9e6d7806-8938-5c16-92df-a8077a0807a3	0e7cfc7e-f9b8-5b5d-9b08-c6a84d39c14c	TRN-OBJ-E63F7EBAA71D4D	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
121	/surfaces/121	SURF-VAM20K-00026-GROUP	VAM20K-00026-GROUP	8d38450affe2738f48dd230712664d16fd092a23d1c0b93e19e9b348ffc0494d	b4683e85-54b7-5456-818b-bfd07a65cc8b	57ac2f38-6aa1-5dac-a178-806108018c6c	TRN-OBJ-920B320C6F1968	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
122	/surfaces/122	SURF-GAX1970R009	GAX1970R009	e8894abffcf171fe62656b9433b7669185ed8ef69fd5739867e35c05b6759e8b	8c9de0f4-660a-5631-b95d-ad7ca3c7c998	c26d8dc7-58f0-525b-b93f-fc682fe928c1	TRN-OBJ-959CC618049048	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
123	/surfaces/123	SURF-VAM20K-00008	VAM20K-00008	d15a7904f2163b6c74b4285ff4e21b970c8ed1535a67afd63c53f7e05cb710cf	befd7d8a-cc0c-5837-9d5e-896b43b19bdf	43ec5ffa-200b-58f8-b83d-efbc3db8adc8	TRN-OBJ-6219896E1ED432	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
124	/surfaces/124	SURF-VAM20K-00009	VAM20K-00009	6d49d06a028129c4530a2ba0316a3875b70bf05dd628613805be02da27c02648	820b2d84-806e-5bad-803b-b95f05f11ac5	236b9b8a-5977-55b6-96ad-3b522adeb5c3	TRN-OBJ-D47483F4D37236	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
125	/surfaces/125	SURF-CCE2026R00007	CCE2026R00007	cfca9dc1981631292ec12b935e5738798c954a38762b8766072894996880dbed	535645c4-69ef-5608-9ea0-f82504938442	b657a3b6-4677-5be9-b138-f9eee9d66aa2	TRN-OBJ-A606854FAF966C	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
126	/surfaces/126	SURF-CGS2026R0909	CGS2026R0909	32cdb822e33337d9d9b9c86b4ac06b8b1248e3c2889fe17b7217897d773362fb	cc322048-b6be-5674-8455-50e52e94e458	540c9155-1e6a-5ff3-9e27-96712db59faf	TRN-OBJ-688F8A5443063E	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
127	/surfaces/127	SURF-CGS2026R0910	CGS2026R0910	bcc19c37fd5c7a47874a83db127047685fb34561e54562a278e1c821a63e23f8	1eab06e5-4f57-5dbb-a0af-039024a3a997	ed03e50d-4a14-5add-ab30-300294ee0ab4	TRN-OBJ-A3ADEEA83291C8	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
128	/surfaces/128	SURF-CGS2026R0911	CGS2026R0911	bbd1949249c1109d16b633a583c754e0748b7e7a8251b1c6d44d75f75c4018b3	b7f8c3c8-47fe-53d3-b62e-823488ee87bc	73837292-38e9-5456-9370-9a73f8759829	TRN-OBJ-4640E3F542DB9A	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
129	/surfaces/129	SURF-CGS2026R0912	CGS2026R0912	95d5575c9dc3b762367d7f244a60929b2c79083130afe62006ed2f885bc047b3	5662b0a6-825c-5e05-bd1c-b34e705fb1af	d2149942-1e0d-5f61-8917-ef93b25b36c0	TRN-OBJ-E757417281643E	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
130	/surfaces/130	SURF-CGS2026R0913	CGS2026R0913	258e7027f9e977b536a3fce633ae913462e565d6c4d69681661cf96fdd4c515e	ce805330-f3d4-5960-82f9-da740badad93	2cbb155d-516f-5b66-8933-f1a5c5fd32df	TRN-OBJ-1B8EF1E343053B	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
131	/surfaces/131	SURF-CGS2026R0914	CGS2026R0914	f30b771391210c5df4190955c13d145e0d095067231a5f0ee10a50d783a20ba4	5e617710-5166-579d-99e7-75d1fe7f1ba8	e07b4b99-1a23-56c0-984e-375ac0d4cf04	TRN-OBJ-B5FFAE9DB70E37	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
132	/surfaces/132	SURF-CGS2026R0915	CGS2026R0915	fe2a290145d92e842ea98091bbf34623e897f68452166e8255f44d2f53c96005	461857d1-f6a9-5f74-8958-771e52c301af	0ddbee2e-4e11-54c4-a92d-ce8cbd2922aa	TRN-OBJ-2488C6E5BEB3D0	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
133	/surfaces/133	SURF-CGS2026R0916	CGS2026R0916	cb68c13488dd7775ddc1d9f648ce755aaef3601a565310e9f8b409d9ba89dc52	2eb74b7e-27db-54d9-97f6-8c97f2f0b46e	82ae716b-2ca8-5e66-9732-cb09236ce48a	TRN-OBJ-3E023BEFD1623D	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
