control_key	table_schema	table_name	control_kind	control_name	column_names_json	referenced_schema	referenced_table	referenced_columns_json	match_type	on_update	on_delete	deferrable	initially_deferred	validated	enabled_state	trigger_timing	trigger_events_json	trigger_level	guard_function_identity	predicate_escaped	definition_sha256_replay_1	definition_sha256_replay_2	replay_match	backing_constraint_key	normative_invariant	test_ids_json	status
audit|decision_event_policy_evaluation|CONSTRAINT_TRIGGER|decision_event_exact_subtype_policy	audit	decision_event_policy_evaluation	CONSTRAINT_TRIGGER	decision_event_exact_subtype_policy	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	audit.enforce_decision_event_subtype()	\N	aec03f6ab35f22d1b1a059f0c8b96aa1ab25e877fed4b25f932117b2261de60b	aec03f6ab35f22d1b1a059f0c8b96aa1ab25e877fed4b25f932117b2261de60b	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
audit|decision_event_policy_evaluation|FOREIGN_KEY|decision_event_policy_evaluat_provider_policy_evaluation_i_fkey	audit	decision_event_policy_evaluation	FOREIGN_KEY	decision_event_policy_evaluat_provider_policy_evaluation_i_fkey	["provider_policy_evaluation_id"]	rights	provider_policy_evaluation	["provider_policy_evaluation_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	4f7f3c8b407418cef786ff8753cdaf22c19b63a87bed306e94373156a008fcfb	4f7f3c8b407418cef786ff8753cdaf22c19b63a87bed306e94373156a008fcfb	true	\N	IDENTITY_FK	[]	PASS
audit|decision_event_policy_evaluation|FOREIGN_KEY|decision_event_policy_evaluation_decision_event_id_fkey	audit	decision_event_policy_evaluation	FOREIGN_KEY	decision_event_policy_evaluation_decision_event_id_fkey	["decision_event_id"]	audit	decision_event	["decision_event_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	a49839f3e82041a53d1b8d2b46761a36cdd3cba4e6fde1b7a7a6d388d151f500	a49839f3e82041a53d1b8d2b46761a36cdd3cba4e6fde1b7a7a6d388d151f500	true	\N	IDENTITY_FK	[]	PASS
audit|decision_event_policy_evaluation|INDEX|decision_event_policy_evaluat_provider_policy_evaluation_id_key	audit	decision_event_policy_evaluation	INDEX	decision_event_policy_evaluat_provider_policy_evaluation_id_key	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	d0daaad1ea0ee6d70558a6a8c96aac0f48dd7f16f3f787f7d3cbe80c32217010	d0daaad1ea0ee6d70558a6a8c96aac0f48dd7f16f3f787f7d3cbe80c32217010	true	audit|decision_event_policy_evaluation|UNIQUE_CONSTRAINT|decision_event_policy_evaluat_provider_policy_evaluation_id_key	ACCESS_PATH_ONLY	[]	PASS
audit|decision_event_policy_evaluation|INDEX|decision_event_policy_evaluation_pkey	audit	decision_event_policy_evaluation	INDEX	decision_event_policy_evaluation_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	fc3d0b374f0c8c56d68f2df6e61c2c79e86c7ed4b09cf777caeb437c643fc9f6	fc3d0b374f0c8c56d68f2df6e61c2c79e86c7ed4b09cf777caeb437c643fc9f6	true	audit|decision_event_policy_evaluation|PRIMARY_KEY|decision_event_policy_evaluation_pkey	ACCESS_PATH_ONLY	[]	PASS
audit|decision_event_policy_evaluation|NOT_NULL|decision_event_id:NOT_NULL	audit	decision_event_policy_evaluation	NOT_NULL	decision_event_id:NOT_NULL	["decision_event_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	8daf8e915053fc7bf81f7d09f717af10fa9cdbadfb84b1b7d3ff49a7aa41816d	8daf8e915053fc7bf81f7d09f717af10fa9cdbadfb84b1b7d3ff49a7aa41816d	true	\N	CLOSED_SUBTYPE	[]	PASS
audit|decision_event_policy_evaluation|NOT_NULL|provider_policy_evaluation_id:NOT_NULL	audit	decision_event_policy_evaluation	NOT_NULL	provider_policy_evaluation_id:NOT_NULL	["provider_policy_evaluation_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	253f2f3d5fe71a08fdecdbb1f80593fabfc650e6b63354ab3d5d78621b94d6a0	253f2f3d5fe71a08fdecdbb1f80593fabfc650e6b63354ab3d5d78621b94d6a0	true	\N	CLOSED_SUBTYPE	[]	PASS
audit|decision_event_policy_evaluation|PRIMARY_KEY|decision_event_policy_evaluation_pkey	audit	decision_event_policy_evaluation	PRIMARY_KEY	decision_event_policy_evaluation_pkey	["decision_event_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	ae2911dca49600076ec62c3ae14b16c57db06bb5847a22b6702ec16a27a06c61	ae2911dca49600076ec62c3ae14b16c57db06bb5847a22b6702ec16a27a06c61	true	\N	NATURAL_KEY	[]	PASS
audit|decision_event_policy_evaluation|ROW_TRIGGER|audit_decision_policy_append_only	audit	decision_event_policy_evaluation	ROW_TRIGGER	audit_decision_policy_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	6909651272d3297651c4750221651b03907fcf93a8494279df687db5521346d6	6909651272d3297651c4750221651b03907fcf93a8494279df687db5521346d6	true	\N	APPEND_ONLY	[]	PASS
audit|decision_event_policy_evaluation|UNIQUE_CONSTRAINT|decision_event_policy_evaluat_provider_policy_evaluation_id_key	audit	decision_event_policy_evaluation	UNIQUE_CONSTRAINT	decision_event_policy_evaluat_provider_policy_evaluation_id_key	["provider_policy_evaluation_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	16b595065c0681f2ed02a0f6b72db3321e5a71bc3afd132b737b84248fa4cde8	16b595065c0681f2ed02a0f6b72db3321e5a71bc3afd132b737b84248fa4cde8	true	\N	NATURAL_KEY	[]	PASS
audit|decision_event_relation_review|CONSTRAINT_TRIGGER|decision_event_exact_subtype_relation	audit	decision_event_relation_review	CONSTRAINT_TRIGGER	decision_event_exact_subtype_relation	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	audit.enforce_decision_event_subtype()	\N	f32630ebeb784025367b2b9dee3fbf087bf796bc37c8b25c153954947b7c8919	f32630ebeb784025367b2b9dee3fbf087bf796bc37c8b25c153954947b7c8919	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
audit|decision_event_relation_review|FOREIGN_KEY|decision_event_relation_review_decision_event_id_fkey	audit	decision_event_relation_review	FOREIGN_KEY	decision_event_relation_review_decision_event_id_fkey	["decision_event_id"]	audit	decision_event	["decision_event_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	a49839f3e82041a53d1b8d2b46761a36cdd3cba4e6fde1b7a7a6d388d151f500	a49839f3e82041a53d1b8d2b46761a36cdd3cba4e6fde1b7a7a6d388d151f500	true	\N	IDENTITY_FK	[]	PASS
audit|decision_event_relation_review|FOREIGN_KEY|decision_event_relation_review_relation_review_decision_id_fkey	audit	decision_event_relation_review	FOREIGN_KEY	decision_event_relation_review_relation_review_decision_id_fkey	["relation_review_decision_id"]	research	relation_review_decision	["relation_review_decision_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	b591a205773277b998025f72575ee84016edf901d6efc08d11701dedf1e067bf	b591a205773277b998025f72575ee84016edf901d6efc08d11701dedf1e067bf	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
audit|decision_event_relation_review|INDEX|decision_event_relation_review_pkey	audit	decision_event_relation_review	INDEX	decision_event_relation_review_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	6974f09dd3c99d99f68d366df487bcf561174a39748bd19ef7d8e96941762d70	6974f09dd3c99d99f68d366df487bcf561174a39748bd19ef7d8e96941762d70	true	audit|decision_event_relation_review|PRIMARY_KEY|decision_event_relation_review_pkey	ACCESS_PATH_ONLY	[]	PASS
audit|decision_event_relation_review|INDEX|decision_event_relation_review_relation_review_decision_id_key	audit	decision_event_relation_review	INDEX	decision_event_relation_review_relation_review_decision_id_key	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	de67cbd2421bc82b71a2fe552a33b1eb118b4789ebe66f935f80e6840c45cc75	de67cbd2421bc82b71a2fe552a33b1eb118b4789ebe66f935f80e6840c45cc75	true	audit|decision_event_relation_review|UNIQUE_CONSTRAINT|decision_event_relation_review_relation_review_decision_id_key	ACCESS_PATH_ONLY	[]	PASS
audit|decision_event_relation_review|NOT_NULL|decision_event_id:NOT_NULL	audit	decision_event_relation_review	NOT_NULL	decision_event_id:NOT_NULL	["decision_event_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	8daf8e915053fc7bf81f7d09f717af10fa9cdbadfb84b1b7d3ff49a7aa41816d	8daf8e915053fc7bf81f7d09f717af10fa9cdbadfb84b1b7d3ff49a7aa41816d	true	\N	CLOSED_SUBTYPE	[]	PASS
audit|decision_event_relation_review|NOT_NULL|relation_review_decision_id:NOT_NULL	audit	decision_event_relation_review	NOT_NULL	relation_review_decision_id:NOT_NULL	["relation_review_decision_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	74dd1445fc3736ca3ec2c58171e34a07707db63e3adbad6685ec3f30f80ce667	74dd1445fc3736ca3ec2c58171e34a07707db63e3adbad6685ec3f30f80ce667	true	\N	CLOSED_SUBTYPE	[]	PASS
audit|decision_event_relation_review|PRIMARY_KEY|decision_event_relation_review_pkey	audit	decision_event_relation_review	PRIMARY_KEY	decision_event_relation_review_pkey	["decision_event_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	ae2911dca49600076ec62c3ae14b16c57db06bb5847a22b6702ec16a27a06c61	ae2911dca49600076ec62c3ae14b16c57db06bb5847a22b6702ec16a27a06c61	true	\N	NATURAL_KEY	[]	PASS
audit|decision_event_relation_review|ROW_TRIGGER|audit_decision_relation_append_only	audit	decision_event_relation_review	ROW_TRIGGER	audit_decision_relation_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	80d6b5d0c9416bae21a46773c0a0dde9769677cc876b846b6b325788eb0e9be5	80d6b5d0c9416bae21a46773c0a0dde9769677cc876b846b6b325788eb0e9be5	true	\N	APPEND_ONLY	[]	PASS
audit|decision_event_relation_review|UNIQUE_CONSTRAINT|decision_event_relation_review_relation_review_decision_id_key	audit	decision_event_relation_review	UNIQUE_CONSTRAINT	decision_event_relation_review_relation_review_decision_id_key	["relation_review_decision_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	d14d55054256652a2021663341eb0b3403372b072a4d715de9de513e81d07413	d14d55054256652a2021663341eb0b3403372b072a4d715de9de513e81d07413	true	\N	NATURAL_KEY	[]	PASS
audit|decision_event_rights_assessment|CONSTRAINT_TRIGGER|decision_event_exact_subtype_assessment	audit	decision_event_rights_assessment	CONSTRAINT_TRIGGER	decision_event_exact_subtype_assessment	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	audit.enforce_decision_event_subtype()	\N	e8361bc7006096c24e80836aa2d29dad53527e697ed7089caf17d66d9ce4404c	e8361bc7006096c24e80836aa2d29dad53527e697ed7089caf17d66d9ce4404c	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
audit|decision_event_rights_assessment|FOREIGN_KEY|decision_event_rights_assessment_decision_event_id_fkey	audit	decision_event_rights_assessment	FOREIGN_KEY	decision_event_rights_assessment_decision_event_id_fkey	["decision_event_id"]	audit	decision_event	["decision_event_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	a49839f3e82041a53d1b8d2b46761a36cdd3cba4e6fde1b7a7a6d388d151f500	a49839f3e82041a53d1b8d2b46761a36cdd3cba4e6fde1b7a7a6d388d151f500	true	\N	IDENTITY_FK	[]	PASS
audit|decision_event_rights_assessment|FOREIGN_KEY|decision_event_rights_assessment_rights_assessment_id_fkey	audit	decision_event_rights_assessment	FOREIGN_KEY	decision_event_rights_assessment_rights_assessment_id_fkey	["rights_assessment_id"]	rights	rights_assessment	["rights_assessment_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	d3eb97e3206fa36e7dd460c3aff537dca748605e8d4bb933b0bce80f87af2503	d3eb97e3206fa36e7dd460c3aff537dca748605e8d4bb933b0bce80f87af2503	true	\N	IDENTITY_FK	[]	PASS
audit|decision_event_rights_assessment|INDEX|decision_event_rights_assessment_pkey	audit	decision_event_rights_assessment	INDEX	decision_event_rights_assessment_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	de2aa8bc1bd615eefd153e9bc0e74aea68dfc4a94376579765f342321fb424f7	de2aa8bc1bd615eefd153e9bc0e74aea68dfc4a94376579765f342321fb424f7	true	audit|decision_event_rights_assessment|PRIMARY_KEY|decision_event_rights_assessment_pkey	ACCESS_PATH_ONLY	[]	PASS
audit|decision_event_rights_assessment|INDEX|decision_event_rights_assessment_rights_assessment_id_key	audit	decision_event_rights_assessment	INDEX	decision_event_rights_assessment_rights_assessment_id_key	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	b596b5b9714739b0390db3dc04b204405584867e70f1fe6ffbdf8f87c8f6549b	b596b5b9714739b0390db3dc04b204405584867e70f1fe6ffbdf8f87c8f6549b	true	audit|decision_event_rights_assessment|UNIQUE_CONSTRAINT|decision_event_rights_assessment_rights_assessment_id_key	ACCESS_PATH_ONLY	[]	PASS
audit|decision_event_rights_assessment|NOT_NULL|decision_event_id:NOT_NULL	audit	decision_event_rights_assessment	NOT_NULL	decision_event_id:NOT_NULL	["decision_event_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	8daf8e915053fc7bf81f7d09f717af10fa9cdbadfb84b1b7d3ff49a7aa41816d	8daf8e915053fc7bf81f7d09f717af10fa9cdbadfb84b1b7d3ff49a7aa41816d	true	\N	CLOSED_SUBTYPE	[]	PASS
audit|decision_event_rights_assessment|NOT_NULL|rights_assessment_id:NOT_NULL	audit	decision_event_rights_assessment	NOT_NULL	rights_assessment_id:NOT_NULL	["rights_assessment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	65a9a71ba97139c3ffac3f7625ece4d1134604e1db0f1978e17da3c8cb81d3a2	65a9a71ba97139c3ffac3f7625ece4d1134604e1db0f1978e17da3c8cb81d3a2	true	\N	CLOSED_SUBTYPE	[]	PASS
audit|decision_event_rights_assessment|PRIMARY_KEY|decision_event_rights_assessment_pkey	audit	decision_event_rights_assessment	PRIMARY_KEY	decision_event_rights_assessment_pkey	["decision_event_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	ae2911dca49600076ec62c3ae14b16c57db06bb5847a22b6702ec16a27a06c61	ae2911dca49600076ec62c3ae14b16c57db06bb5847a22b6702ec16a27a06c61	true	\N	NATURAL_KEY	[]	PASS
audit|decision_event_rights_assessment|ROW_TRIGGER|audit_decision_assessment_append_only	audit	decision_event_rights_assessment	ROW_TRIGGER	audit_decision_assessment_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	c3271b68c73028c4d46a3d793f1d5a36b6a392c21bb2e7e53b19c27daed7af85	c3271b68c73028c4d46a3d793f1d5a36b6a392c21bb2e7e53b19c27daed7af85	true	\N	APPEND_ONLY	[]	PASS
audit|decision_event_rights_assessment|UNIQUE_CONSTRAINT|decision_event_rights_assessment_rights_assessment_id_key	audit	decision_event_rights_assessment	UNIQUE_CONSTRAINT	decision_event_rights_assessment_rights_assessment_id_key	["rights_assessment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	d4f8a4c546b59b856cd0a212dbba2159db0e1114d4bcf5b9421799e8fe47b410	d4f8a4c546b59b856cd0a212dbba2159db0e1114d4bcf5b9421799e8fe47b410	true	\N	NATURAL_KEY	[]	PASS
audit|decision_event_rights_observation|CONSTRAINT_TRIGGER|decision_event_exact_subtype_observation	audit	decision_event_rights_observation	CONSTRAINT_TRIGGER	decision_event_exact_subtype_observation	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	audit.enforce_decision_event_subtype()	\N	c76db6df98633ef6bf6f4ce56145095d5c4d90ba01c822e51610f0d455e362cc	c76db6df98633ef6bf6f4ce56145095d5c4d90ba01c822e51610f0d455e362cc	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
audit|decision_event_rights_observation|FOREIGN_KEY|decision_event_rights_observation_decision_event_id_fkey	audit	decision_event_rights_observation	FOREIGN_KEY	decision_event_rights_observation_decision_event_id_fkey	["decision_event_id"]	audit	decision_event	["decision_event_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	a49839f3e82041a53d1b8d2b46761a36cdd3cba4e6fde1b7a7a6d388d151f500	a49839f3e82041a53d1b8d2b46761a36cdd3cba4e6fde1b7a7a6d388d151f500	true	\N	IDENTITY_FK	[]	PASS
audit|decision_event_rights_observation|FOREIGN_KEY|decision_event_rights_observation_rights_observation_id_fkey	audit	decision_event_rights_observation	FOREIGN_KEY	decision_event_rights_observation_rights_observation_id_fkey	["rights_observation_id"]	rights	rights_observation	["rights_observation_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	4d958087ae06bdc621fca7f73a0cea020ff8921e8d91fc23fa0dcd4cb22c7fb7	4d958087ae06bdc621fca7f73a0cea020ff8921e8d91fc23fa0dcd4cb22c7fb7	true	\N	IDENTITY_FK	[]	PASS
audit|decision_event_rights_observation|INDEX|decision_event_rights_observation_pkey	audit	decision_event_rights_observation	INDEX	decision_event_rights_observation_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	1518118cac133e90fc60003215e54e0d7fbc164c1676e76405189eced4439d79	1518118cac133e90fc60003215e54e0d7fbc164c1676e76405189eced4439d79	true	audit|decision_event_rights_observation|PRIMARY_KEY|decision_event_rights_observation_pkey	ACCESS_PATH_ONLY	[]	PASS
audit|decision_event_rights_observation|INDEX|decision_event_rights_observation_rights_observation_id_key	audit	decision_event_rights_observation	INDEX	decision_event_rights_observation_rights_observation_id_key	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	5023ac4c40f06030286eabaca2a00cd50cc67857fa4654351bfd698a3d851d5f	5023ac4c40f06030286eabaca2a00cd50cc67857fa4654351bfd698a3d851d5f	true	audit|decision_event_rights_observation|UNIQUE_CONSTRAINT|decision_event_rights_observation_rights_observation_id_key	ACCESS_PATH_ONLY	[]	PASS
audit|decision_event_rights_observation|NOT_NULL|decision_event_id:NOT_NULL	audit	decision_event_rights_observation	NOT_NULL	decision_event_id:NOT_NULL	["decision_event_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	8daf8e915053fc7bf81f7d09f717af10fa9cdbadfb84b1b7d3ff49a7aa41816d	8daf8e915053fc7bf81f7d09f717af10fa9cdbadfb84b1b7d3ff49a7aa41816d	true	\N	CLOSED_SUBTYPE	[]	PASS
audit|decision_event_rights_observation|NOT_NULL|rights_observation_id:NOT_NULL	audit	decision_event_rights_observation	NOT_NULL	rights_observation_id:NOT_NULL	["rights_observation_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	5cc6cad6c2e9966878737aaa24a4ad9889113dcd8dab84236f455aa0eea79fd3	5cc6cad6c2e9966878737aaa24a4ad9889113dcd8dab84236f455aa0eea79fd3	true	\N	CLOSED_SUBTYPE	[]	PASS
audit|decision_event_rights_observation|PRIMARY_KEY|decision_event_rights_observation_pkey	audit	decision_event_rights_observation	PRIMARY_KEY	decision_event_rights_observation_pkey	["decision_event_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	ae2911dca49600076ec62c3ae14b16c57db06bb5847a22b6702ec16a27a06c61	ae2911dca49600076ec62c3ae14b16c57db06bb5847a22b6702ec16a27a06c61	true	\N	NATURAL_KEY	[]	PASS
audit|decision_event_rights_observation|ROW_TRIGGER|audit_decision_observation_append_only	audit	decision_event_rights_observation	ROW_TRIGGER	audit_decision_observation_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	de539fd889f14616291c6870e99c3b9a4f7433cedc0fce11b35a60632b41fc97	de539fd889f14616291c6870e99c3b9a4f7433cedc0fce11b35a60632b41fc97	true	\N	APPEND_ONLY	[]	PASS
audit|decision_event_rights_observation|UNIQUE_CONSTRAINT|decision_event_rights_observation_rights_observation_id_key	audit	decision_event_rights_observation	UNIQUE_CONSTRAINT	decision_event_rights_observation_rights_observation_id_key	["rights_observation_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	4da22b9138595b5add4d102def5b702fb2ac5b0e9f73852f593b8c489b3d142f	4da22b9138595b5add4d102def5b702fb2ac5b0e9f73852f593b8c489b3d142f	true	\N	NATURAL_KEY	[]	PASS
audit|decision_event_takedown|CONSTRAINT_TRIGGER|decision_event_exact_subtype_takedown	audit	decision_event_takedown	CONSTRAINT_TRIGGER	decision_event_exact_subtype_takedown	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	audit.enforce_decision_event_subtype()	\N	be8cc0e68f98d39dbf834aaa5c1e536100914cf4b125da2430c31203b7a23ccd	be8cc0e68f98d39dbf834aaa5c1e536100914cf4b125da2430c31203b7a23ccd	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
audit|decision_event_takedown|FOREIGN_KEY|decision_event_takedown_decision_event_id_fkey	audit	decision_event_takedown	FOREIGN_KEY	decision_event_takedown_decision_event_id_fkey	["decision_event_id"]	audit	decision_event	["decision_event_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	a49839f3e82041a53d1b8d2b46761a36cdd3cba4e6fde1b7a7a6d388d151f500	a49839f3e82041a53d1b8d2b46761a36cdd3cba4e6fde1b7a7a6d388d151f500	true	\N	IDENTITY_FK	[]	PASS
audit|decision_event_takedown|FOREIGN_KEY|decision_event_takedown_takedown_event_id_fkey	audit	decision_event_takedown	FOREIGN_KEY	decision_event_takedown_takedown_event_id_fkey	["takedown_event_id"]	rights	takedown_event	["takedown_event_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	fddd3096e1ed197d8076580782dc17998317ad72103f3488d2b5a57a3ee81494	fddd3096e1ed197d8076580782dc17998317ad72103f3488d2b5a57a3ee81494	true	\N	IDENTITY_FK	[]	PASS
audit|decision_event_takedown|INDEX|decision_event_takedown_pkey	audit	decision_event_takedown	INDEX	decision_event_takedown_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	e4180fa8f05b5e30ef40e4681dcc03dc83a6b26ba2acd0b6fc17cfa4f608d3c3	e4180fa8f05b5e30ef40e4681dcc03dc83a6b26ba2acd0b6fc17cfa4f608d3c3	true	audit|decision_event_takedown|PRIMARY_KEY|decision_event_takedown_pkey	ACCESS_PATH_ONLY	[]	PASS
audit|decision_event_takedown|INDEX|decision_event_takedown_takedown_event_id_key	audit	decision_event_takedown	INDEX	decision_event_takedown_takedown_event_id_key	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	ea0116d852cd69c25a2fb6159b0b4fb9f54fe0ed5aabc3e747e479f5f76c6ec9	ea0116d852cd69c25a2fb6159b0b4fb9f54fe0ed5aabc3e747e479f5f76c6ec9	true	audit|decision_event_takedown|UNIQUE_CONSTRAINT|decision_event_takedown_takedown_event_id_key	ACCESS_PATH_ONLY	[]	PASS
audit|decision_event_takedown|NOT_NULL|decision_event_id:NOT_NULL	audit	decision_event_takedown	NOT_NULL	decision_event_id:NOT_NULL	["decision_event_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	8daf8e915053fc7bf81f7d09f717af10fa9cdbadfb84b1b7d3ff49a7aa41816d	8daf8e915053fc7bf81f7d09f717af10fa9cdbadfb84b1b7d3ff49a7aa41816d	true	\N	CLOSED_SUBTYPE	[]	PASS
