packet_row_id	anchor_public_id	anchor_title	anchor_selection_strata	blind_profile_slot	candidate_ordinal	candidate_public_id	candidate_title	retrieval_reasons	shared_independent_signals	distinctive_signals	unavailable_families	comparability_ratio	anchor_source_name	candidate_source_name	source_composition	source_bias_notes	interaction_evidence	useful_for_further_exploration	explanation_intelligible	merely_broad_category	new_defensible_research_direction	accidental_relation_suggestion	reviewer_notes	human_review_completed	historical_relation	semantic_relation	probability
HR-003-PROFILE-2-1	SURF-BNDCLDANIELGLEISER2026V2R0005	25° Aniversario del Estado de Israel Estadio Israelita-Maccabi	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0;PATHOLOGICAL:COMMON_MEDIUM_THEME_INTERSECTION;PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-2	1	SURF-BNDCLDANIELGLEISER2026V2R0027	Purim 5733 grandioso baile de disfraces	curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-003-PROFILE-2-2	SURF-BNDCLDANIELGLEISER2026V2R0005	25° Aniversario del Estado de Israel Estadio Israelita-Maccabi	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0;PATHOLOGICAL:COMMON_MEDIUM_THEME_INTERSECTION;PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-2	2	SURF-BNDCLDANIELGLEISER2026V2R0029	Ariel capítulo juvenil de la comunidad israelíta sefaradí	curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-003-PROFILE-2-3	SURF-BNDCLDANIELGLEISER2026V2R0005	25° Aniversario del Estado de Israel Estadio Israelita-Maccabi	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0;PATHOLOGICAL:COMMON_MEDIUM_THEME_INTERSECTION;PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-2	3	SURF-BNDCLTRACE2026V1R0033	Mexico exposición de pintura, libros y artesanía de Mexico.	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-003-PROFILE-2-4	SURF-BNDCLDANIELGLEISER2026V2R0005	25° Aniversario del Estado de Israel Estadio Israelita-Maccabi	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0;PATHOLOGICAL:COMMON_MEDIUM_THEME_INTERSECTION;PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-2	4	SURF-BNDCLTRACE2026V1R0038	Foto cine club	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-003-PROFILE-3-1	SURF-BNDCLDANIELGLEISER2026V2R0005	25° Aniversario del Estado de Israel Estadio Israelita-Maccabi	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0;PATHOLOGICAL:COMMON_MEDIUM_THEME_INTERSECTION;PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-3	1	SURF-BNDCLTRACE2026V1R0033	Mexico exposición de pintura, libros y artesanía de Mexico.	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-003-PROFILE-3-2	SURF-BNDCLDANIELGLEISER2026V2R0005	25° Aniversario del Estado de Israel Estadio Israelita-Maccabi	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0;PATHOLOGICAL:COMMON_MEDIUM_THEME_INTERSECTION;PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-3	2	SURF-BNDCLTRACE2026V1R0035	Las carreras vespertinas van!	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-003-PROFILE-3-3	SURF-BNDCLDANIELGLEISER2026V2R0005	25° Aniversario del Estado de Israel Estadio Israelita-Maccabi	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0;PATHOLOGICAL:COMMON_MEDIUM_THEME_INTERSECTION;PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-3	3	SURF-BNDCLTRACE2026V1R0038	Foto cine club	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-003-PROFILE-3-4	SURF-BNDCLDANIELGLEISER2026V2R0005	25° Aniversario del Estado de Israel Estadio Israelita-Maccabi	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0;PATHOLOGICAL:COMMON_MEDIUM_THEME_INTERSECTION;PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-3	4	SURF-BNDCLTRACE2026V1R0039	1er Congreso Nacional de Científicos	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-004-PROFILE-1-1	SURF-CGS2026R0670	The Brazilian in The Very merry mariner LCCN2014637100	PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-1	1	SURF-VAM20K-00518	Delilah	temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive; geography		1	Library of Congress loc.gov API	V&A Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-004-PROFILE-1-2	SURF-CGS2026R0670	The Brazilian in The Very merry mariner LCCN2014637100	PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-1	2	SURF-VAM20K-00519	O1165249	temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive; geography		1	Library of Congress loc.gov API	V&A Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-004-PROFILE-1-3	SURF-CGS2026R0670	The Brazilian in The Very merry mariner LCCN2014637100	PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-1	3	SURF-VAM20K-00520	O1166655	temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive; geography		1	Library of Congress loc.gov API	V&A Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-004-PROFILE-1-4	SURF-CGS2026R0670	The Brazilian in The Very merry mariner LCCN2014637100	PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-1	4	SURF-VAM20K-00521	Masonic Theatre poster	temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive; geography		1	Library of Congress loc.gov API	V&A Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-004-PROFILE-2-1	SURF-CGS2026R0670	The Brazilian in The Very merry mariner LCCN2014637100	PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-2	1	SURF-VAM20K-00518	Delilah	temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive; geography		1	Library of Congress loc.gov API	V&A Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-004-PROFILE-2-2	SURF-CGS2026R0670	The Brazilian in The Very merry mariner LCCN2014637100	PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-2	2	SURF-VAM20K-00519	O1165249	temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive; geography		1	Library of Congress loc.gov API	V&A Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-004-PROFILE-2-3	SURF-CGS2026R0670	The Brazilian in The Very merry mariner LCCN2014637100	PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-2	3	SURF-VAM20K-00520	O1166655	temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive; geography		1	Library of Congress loc.gov API	V&A Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-004-PROFILE-2-4	SURF-CGS2026R0670	The Brazilian in The Very merry mariner LCCN2014637100	PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-2	4	SURF-VAM20K-00521	Masonic Theatre poster	temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	descriptive; geography		1	Library of Congress loc.gov API	V&A Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-004-PROFILE-3-1	SURF-CGS2026R0670	The Brazilian in The Very merry mariner LCCN2014637100	PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-3	1	SURF-VAM20K-00153	Nell Gwynne	temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	descriptive; geography		1	Library of Congress loc.gov API	V&A Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-004-PROFILE-3-2	SURF-CGS2026R0670	The Brazilian in The Very merry mariner LCCN2014637100	PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-3	2	SURF-VAM20K-00154	O1165582	temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	descriptive; geography		1	Library of Congress loc.gov API	V&A Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-004-PROFILE-3-3	SURF-CGS2026R0670	The Brazilian in The Very merry mariner LCCN2014637100	PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-3	3	SURF-VAM20K-00155	Circus Renz poster	temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	descriptive; geography		1	Library of Congress loc.gov API	V&A Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-004-PROFILE-3-4	SURF-CGS2026R0670	The Brazilian in The Very merry mariner LCCN2014637100	PATHOLOGICAL:CROSS_SOURCE_CONTEXT_MATCH	PROFILE-3	4	SURF-VAM20K-00156	O1167885	temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	descriptive; geography		1	Library of Congress loc.gov API	V&A Collections API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-005-PROFILE-1-1	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES	Arundel Society chromolithograph copy series	COMMON_GEOGRAPHY:SPTGEO:627ad144a3cb31d9f0749b6fae5b6fc7221a2fe88c2cb7fea4178a97d44b1b01;COMMON_SOURCE:EXP:SOURCE:25d1164762bf9812b77cd2735c6d7c6ee4fceaa0a141070629f07075797b80ac;MULTI_REGION;PATHOLOGICAL:DOMINANT_SOURCE;PATHOLOGICAL:MANY_CURATED_MEMBERSHIPS;PATHOLOGICAL:MULTIPLE_THEME;PATHOLOGICAL:MULTI_REGION_RECORD;RANGE_TIME	PROFILE-1	1	SURF-ER1830R060	Queen Victoria	context; curatorialRecall; descriptive; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	context; descriptive; geography		1	V&A Collections API	V&A Collections API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-005-PROFILE-1-2	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES	Arundel Society chromolithograph copy series	COMMON_GEOGRAPHY:SPTGEO:627ad144a3cb31d9f0749b6fae5b6fc7221a2fe88c2cb7fea4178a97d44b1b01;COMMON_SOURCE:EXP:SOURCE:25d1164762bf9812b77cd2735c6d7c6ee4fceaa0a141070629f07075797b80ac;MULTI_REGION;PATHOLOGICAL:DOMINANT_SOURCE;PATHOLOGICAL:MANY_CURATED_MEMBERSHIPS;PATHOLOGICAL:MULTIPLE_THEME;PATHOLOGICAL:MULTI_REGION_RECORD;RANGE_TIME	PROFILE-1	2	SURF-ER1830R025	Cadbury's almanack for 2,000 years - a literary & useful curiosity	context; curatorialRecall; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	context; descriptive; geography		1	V&A Collections API	Library of Congress loc.gov API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-005-PROFILE-1-3	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES	Arundel Society chromolithograph copy series	COMMON_GEOGRAPHY:SPTGEO:627ad144a3cb31d9f0749b6fae5b6fc7221a2fe88c2cb7fea4178a97d44b1b01;COMMON_SOURCE:EXP:SOURCE:25d1164762bf9812b77cd2735c6d7c6ee4fceaa0a141070629f07075797b80ac;MULTI_REGION;PATHOLOGICAL:DOMINANT_SOURCE;PATHOLOGICAL:MANY_CURATED_MEMBERSHIPS;PATHOLOGICAL:MULTIPLE_THEME;PATHOLOGICAL:MULTI_REGION_RECORD;RANGE_TIME	PROFILE-1	3	SURF-LOCTRACE2026I215EBFB89ABA16	[We will cut off all roads to the evil enemy, he will not escape from this noose!]	context; curatorialRecall; geography	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	context; descriptive; geography		1	V&A Collections API	Library of Congress Prints and Photographs API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-005-PROFILE-1-4	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES	Arundel Society chromolithograph copy series	COMMON_GEOGRAPHY:SPTGEO:627ad144a3cb31d9f0749b6fae5b6fc7221a2fe88c2cb7fea4178a97d44b1b01;COMMON_SOURCE:EXP:SOURCE:25d1164762bf9812b77cd2735c6d7c6ee4fceaa0a141070629f07075797b80ac;MULTI_REGION;PATHOLOGICAL:DOMINANT_SOURCE;PATHOLOGICAL:MANY_CURATED_MEMBERSHIPS;PATHOLOGICAL:MULTIPLE_THEME;PATHOLOGICAL:MULTI_REGION_RECORD;RANGE_TIME	PROFILE-1	4	SURF-LOCTRACE2026I367DE613E0DD4C	Interzonale Ausstellung : Trümmerbeseitigung, Trümmerverwertung. 5-27 Juli, Hamberg. Planten un Blomen /	context; curatorialRecall; geography	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	context; descriptive; geography		1	V&A Collections API	Library of Congress Prints and Photographs API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-005-PROFILE-2-1	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES	Arundel Society chromolithograph copy series	COMMON_GEOGRAPHY:SPTGEO:627ad144a3cb31d9f0749b6fae5b6fc7221a2fe88c2cb7fea4178a97d44b1b01;COMMON_SOURCE:EXP:SOURCE:25d1164762bf9812b77cd2735c6d7c6ee4fceaa0a141070629f07075797b80ac;MULTI_REGION;PATHOLOGICAL:DOMINANT_SOURCE;PATHOLOGICAL:MANY_CURATED_MEMBERSHIPS;PATHOLOGICAL:MULTIPLE_THEME;PATHOLOGICAL:MULTI_REGION_RECORD;RANGE_TIME	PROFILE-2	1	SURF-ER1830R060	Queen Victoria	context; curatorialRecall; descriptive; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	context; descriptive; geography		1	V&A Collections API	V&A Collections API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-005-PROFILE-2-2	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES	Arundel Society chromolithograph copy series	COMMON_GEOGRAPHY:SPTGEO:627ad144a3cb31d9f0749b6fae5b6fc7221a2fe88c2cb7fea4178a97d44b1b01;COMMON_SOURCE:EXP:SOURCE:25d1164762bf9812b77cd2735c6d7c6ee4fceaa0a141070629f07075797b80ac;MULTI_REGION;PATHOLOGICAL:DOMINANT_SOURCE;PATHOLOGICAL:MANY_CURATED_MEMBERSHIPS;PATHOLOGICAL:MULTIPLE_THEME;PATHOLOGICAL:MULTI_REGION_RECORD;RANGE_TIME	PROFILE-2	2	SURF-ER1830R025	Cadbury's almanack for 2,000 years - a literary & useful curiosity	context; curatorialRecall; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	context; descriptive; geography		1	V&A Collections API	Library of Congress loc.gov API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-005-PROFILE-2-3	SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES	Arundel Society chromolithograph copy series	COMMON_GEOGRAPHY:SPTGEO:627ad144a3cb31d9f0749b6fae5b6fc7221a2fe88c2cb7fea4178a97d44b1b01;COMMON_SOURCE:EXP:SOURCE:25d1164762bf9812b77cd2735c6d7c6ee4fceaa0a141070629f07075797b80ac;MULTI_REGION;PATHOLOGICAL:DOMINANT_SOURCE;PATHOLOGICAL:MANY_CURATED_MEMBERSHIPS;PATHOLOGICAL:MULTIPLE_THEME;PATHOLOGICAL:MULTI_REGION_RECORD;RANGE_TIME	PROFILE-2	3	SURF-ER1830R011	Use Getz cockroach and bed bug exterminators, sold by all druggists I sink I tan hit it.	context; curatorialRecall; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT	context; descriptive; geography		1	V&A Collections API	Library of Congress loc.gov API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
