surface_id,title,period_band,macro_region,source_name,template_id,publication_role,image_state,source_text_chars,generated_text_chars,total_reading_chars,impact_score,impact_rating,impact_basis,group_candidate_count,max_group_member_count,strong_group_candidate,research_value_score,recommended_action,action_reason
SURF-CCT2026R01883,Stamp of Bolivia - 1943 - Colnect 163659 - Gen Ballivian and Trinidad Cathedral.jpeg,pre_1930,Bolivia,Wikimedia Commons file source / Stamp of Bolivia - 1943 - Colnect 163659 - Gen Ballivian and Trinidad Cathedral.jpeg / page 115594022,sheet.main.v0,main_sheet,IMG03,750,2879,3629,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01884,Stamp of Bolivia - 1943 - Colnect 163660 - Gen Ballivian and Trinidad Cathedral.jpeg,pre_1930,Bolivia,Wikimedia Commons file source / Stamp of Bolivia - 1943 - Colnect 163660 - Gen Ballivian and Trinidad Cathedral.jpeg / page 115594028,sheet.main.v0,main_sheet,IMG03,750,2888,3638,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01885,Stamp of Bolivia - 1943 - Colnect 163661 - Gen Ballivian and Trinidad Cathedral.jpeg,pre_1930,Bolivia,Wikimedia Commons file source / Stamp of Bolivia - 1943 - Colnect 163661 - Gen Ballivian and Trinidad Cathedral.jpeg / page 115594037,sheet.main.v0,main_sheet,IMG03,750,2884,3634,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01886,Stamp of Bolivia - 1943 - Colnect 163662 - Gen Ballivian and Trinidad Cathedral.jpeg,pre_1930,Bolivia,Wikimedia Commons file source / Stamp of Bolivia - 1943 - Colnect 163662 - Gen Ballivian and Trinidad Cathedral.jpeg / page 115594044,sheet.main.v0,main_sheet,IMG03,750,2888,3638,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01887,Stamp of Bolivia - 1943 - Colnect 228280 - General Jose Ballivian and Cathedral at Trinidad.jpeg,pre_1930,Bolivia,Wikimedia Commons file source / Stamp of Bolivia - 1943 - Colnect 228280 - General Jose Ballivian and Cathedral at Trinidad.jpeg / page 115594149,sheet.main.v0,main_sheet,IMG03,653,2901,3554,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01888,Stamp of Bolivia - 1943 - Colnect 228281 - General Jose Ballivian - old and modern transportation.jpeg,pre_1930,Bolivia,Wikimedia Commons file source / Stamp of Bolivia - 1943 - Colnect 228281 - General Jose Ballivian - old and modern transportation.jpeg / page 115594157,sheet.main.v0,main_sheet,IMG03,665,2913,3578,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01889,Stamp of Bolivia - 1943 - Colnect 228282 - General Jose Ballivian - old and modern transportation.jpeg,pre_1930,Bolivia,Wikimedia Commons file source / Stamp of Bolivia - 1943 - Colnect 228282 - General Jose Ballivian - old and modern transportation.jpeg / page 115594166,sheet.main.v0,main_sheet,IMG03,665,2924,3589,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01890,Stamp of Bolivia - 1943 - Colnect 228307 - General Jose Ballivian - old and modern transportation.jpeg,pre_1930,Bolivia,Wikimedia Commons file source / Stamp of Bolivia - 1943 - Colnect 228307 - General Jose Ballivian - old and modern transportation.jpeg / page 115594249,sheet.main.v0,main_sheet,IMG03,665,2913,3578,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01891,Stamp of Bolivia - 1943 - Colnect 228308 - General Jose Ballivian - old and modern transportation.jpeg,pre_1930,Bolivia,Wikimedia Commons file source / Stamp of Bolivia - 1943 - Colnect 228308 - General Jose Ballivian - old and modern transportation.jpeg / page 115594285,sheet.main.v0,main_sheet,IMG03,665,2915,3580,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01892,Stamp of Bolivia - 1943 - Colnect 228309 - General Jose Ballivian - old and modern transportation.jpeg,pre_1930,Bolivia,Wikimedia Commons file source / Stamp of Bolivia - 1943 - Colnect 228309 - General Jose Ballivian - old and modern transportation.jpeg / page 115594301,sheet.main.v0,main_sheet,IMG03,665,2924,3589,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CGS2026R0908,"Temple of Xochicalco, Exposition Universelle Paris 1867, from Illustrated London News, 01. Juni 1867.jpg",pre_1930,Mexico,"Wikimedia Commons file source / Temple of Xochicalco, Exposition Universelle Paris 1867, from Illustrated London News, 01. Juni 1867.jpg / page 124497294",sheet.main.v0,main_sheet,IMG03,1015,2770,3785,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,75,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-GA1970R003,"Traité de géométrie pratique : comprenant les opérations graphiques, et de nombreuses applications aux travaux d'art et de construction... / par J.-J. Regnault,...",pre_1930,France,Gallica / BnF APIs,sheet.main.v0,main_sheet,IMG03,166,1965,2131,40,D,heuristic baseline; verified open image,2,10,true,62,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-GAX1970R007,D'une nouvelle typographie / par Pierre Leroux,pre_1930,France,Gallica / BnF APIs,sheet.main.v0,main_sheet,IMG03,161,1624,1785,40,D,heuristic baseline; verified open image,2,10,true,61,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CRG2026R0009,1944 - Colonial Theater Ad - 8 Jan MC - Allentown PA.jpg,pre_1930,Unresolved region,Wikimedia Commons file source / 1944 - Colonial Theater Ad - 8 Jan MC - Allentown PA.jpg / page 58428358,sheet.main.v0,main_sheet,IMG03,278,2653,2931,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,55,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CGS2026R0904,Ingermina.png,pre_1930,Colombia,Wikimedia Commons file source / Ingermina.png / page 61897791,sheet.main.v0,main_sheet,IMG03,697,2541,3238,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,66,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V2R0257,Нумизматические факты Грузинскаго царства. Михаил Петрович Баратаев (князь). Book cover.jpg,pre_1930,Georgia,Wikimedia Commons file source / Нумизматические факты Грузинскаго царства. Михаил Петрович Баратаев (князь). Book cover.jpg / page 10890882,sheet.main.v0,main_sheet,IMG03,281,3057,3338,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,57,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-GAX1970R008,Annuaire de la typographie parisienne et départementale / par E. M. Prétod,pre_1930,France,Gallica / BnF APIs,sheet.main.v0,main_sheet,IMG02,413,1956,2369,35,D,heuristic baseline,2,10,true,60,demote_to_sub,Likely belongs under a stronger grouped parent rather than standalone main.
SURF-CGS2026R0031,Facundo.jpg,pre_1930,Argentina,Wikimedia Commons file source / Facundo.jpg / page 6629018,sheet.main.v0,main_sheet,IMG03,829,2540,3369,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-GAX1970R009,Spécimen typographique de l'Imprimerie royale,pre_1930,France,Gallica / BnF APIs,sheet.main.v0,main_sheet,IMG03,226,1789,2015,40,D,heuristic baseline; verified open image,4,10,true,62,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R02645,"A pair of fine Qajar lacquer book covers depicting a wedding of Nasir al-Din Shah, signed Mirza Muhammad Taqi Muzahhib Isfahani, Tehran, Iran, dated 1846-47.jpg",pre_1930,Iran,"Wikimedia Commons file source / A pair of fine Qajar lacquer book covers depicting a wedding of Nasir al-Din Shah, signed Mirza Muhammad Taqi Muzahhib Isfahani, Tehran, Iran, dated 1846-47.jpg / page 116192804",sheet.main.v0,main_sheet,IMG03,1358,2489,3847,44,D,heuristic baseline; design-term hits=1; verified open image,0,0,false,76,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-GA1970R004,De la publicité des débats parlementaires,pre_1930,France,Gallica / BnF APIs,sheet.main.v0,main_sheet,IMG03,201,1677,1878,40,D,heuristic baseline; verified open image,2,10,true,62,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CRB2026V2R0258,"Platon Ioseliani. ''Razlichnye naimenovaniia gruzinov'' book cover (Tiflis, 1846).JPG",pre_1930,Georgia,"Wikimedia Commons file source / Platon Ioseliani. ''Razlichnye naimenovaniia gruzinov'' book cover (Tiflis, 1846).JPG / page 13633745",sheet.main.v0,main_sheet,IMG03,305,2748,3053,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,57,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CGS2026R0909,"Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 2, Ed. 1 Saturday, June 6, 1846 - DPLA - d5d3c61ba6ef077f73cf4057ea8fb601 (page 1).jpg",pre_1930,Mexico,"Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 2, Ed. 1 Saturday, June 6, 1846 - DPLA - d5d3c61ba6ef077f73cf4057ea8fb601 (page 1).jpg / page 101008536",sheet.main.v0,main_sheet,IMG03,926,2510,3436,48,D,heuristic baseline; design-term hits=2; verified open image,0,0,false,70,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CGS2026R0910,"Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg",pre_1930,Mexico,"Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg / page 100419033",sheet.main.v0,main_sheet,IMG03,931,2518,3449,48,D,heuristic baseline; design-term hits=2; verified open image,0,0,false,70,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CGS2026R0911,"Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 6, Ed. 1 Wednesday, July 1, 1846 - DPLA - 19e7ba098e76f1cb0d7cacaa15ba4804.jpg",pre_1930,Mexico,"Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 6, Ed. 1 Wednesday, July 1, 1846 - DPLA - 19e7ba098e76f1cb0d7cacaa15ba4804.jpg / page 101147777",sheet.main.v0,main_sheet,IMG03,929,2887,3816,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,74,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CGS2026R0912,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 10, Ed. 1 Tuesday, July 7, 1846 - DPLA - 66d525b15cd45bc5d43bae195b676df5 (page 1).jpg",pre_1930,Mexico,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 10, Ed. 1 Tuesday, July 7, 1846 - DPLA - 66d525b15cd45bc5d43bae195b676df5 (page 1).jpg / page 100757166",sheet.main.v0,main_sheet,IMG03,1100,2865,3965,52,C,heuristic baseline; design-term hits=3; verified open image,1,220,true,92,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CGS2026R0913,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 10, Ed. 1 Tuesday, July 7, 1846 - DPLA - 66d525b15cd45bc5d43bae195b676df5 (page 2).jpg",pre_1930,Mexico,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 10, Ed. 1 Tuesday, July 7, 1846 - DPLA - 66d525b15cd45bc5d43bae195b676df5 (page 2).jpg / page 100757179",sheet.main.v0,main_sheet,IMG03,1100,2860,3960,52,C,heuristic baseline; design-term hits=3; verified open image,1,220,true,92,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CGS2026R0914,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 14, Ed. 1 Sunday, July 19, 1846 - DPLA - 7b86f79ab4aafdfcbce6f37f89b624bc (page 3).jpg",pre_1930,Mexico,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 14, Ed. 1 Sunday, July 19, 1846 - DPLA - 7b86f79ab4aafdfcbce6f37f89b624bc (page 3).jpg / page 101174476",sheet.main.v0,main_sheet,IMG03,1101,2865,3966,52,C,heuristic baseline; design-term hits=3; verified open image,1,220,true,92,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CGS2026R0915,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 14, Ed. 1 Sunday, July 19, 1846 - DPLA - 7b86f79ab4aafdfcbce6f37f89b624bc (page 4).jpg",pre_1930,Mexico,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 14, Ed. 1 Sunday, July 19, 1846 - DPLA - 7b86f79ab4aafdfcbce6f37f89b624bc (page 4).jpg / page 101174477",sheet.main.v0,main_sheet,IMG03,1101,2859,3960,52,C,heuristic baseline; design-term hits=3; verified open image,1,220,true,92,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CGS2026R0916,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 15, Ed. 1 Tuesday, July 21, 1846 - DPLA - 7580cf140ca65afcd517a8b7f5d57646 (page 2).jpg",pre_1930,Mexico,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 15, Ed. 1 Tuesday, July 21, 1846 - DPLA - 7580cf140ca65afcd517a8b7f5d57646 (page 2).jpg / page 100641109",sheet.main.v0,main_sheet,IMG03,1102,2862,3964,52,C,heuristic baseline; design-term hits=3; verified open image,1,220,true,92,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CGS2026R0917,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 16, Ed. 1 Friday, July 24, 1846 - DPLA - a26aa47497e180d828c6bf95908c9e4e (page 2).jpg",pre_1930,Mexico,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 16, Ed. 1 Friday, July 24, 1846 - DPLA - a26aa47497e180d828c6bf95908c9e4e (page 2).jpg / page 100831180",sheet.main.v0,main_sheet,IMG03,1101,2864,3965,52,C,heuristic baseline; design-term hits=3; verified open image,1,220,true,92,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CGS2026R0918,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 17, Ed. 1 Monday, July 27, 1846 - DPLA - 9b6acebdd5993fc5bfe35470ea3aac81 (page 3).jpg",pre_1930,Mexico,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 17, Ed. 1 Monday, July 27, 1846 - DPLA - 9b6acebdd5993fc5bfe35470ea3aac81 (page 3).jpg / page 100248374",sheet.main.v0,main_sheet,IMG03,1101,2865,3966,52,C,heuristic baseline; design-term hits=3; verified open image,1,220,true,92,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CGS2026R0919,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 18, Ed. 1 Friday, July 31, 1846 - DPLA - b4c31ff8a34ea8f1e3b5df34adfd45cc (page 2).jpg",pre_1930,Mexico,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 18, Ed. 1 Friday, July 31, 1846 - DPLA - b4c31ff8a34ea8f1e3b5df34adfd45cc (page 2).jpg / page 101038747",sheet.main.v0,main_sheet,IMG03,1101,2859,3960,52,C,heuristic baseline; design-term hits=3; verified open image,1,220,true,92,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CGS2026R0920,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 2).jpg",pre_1930,Mexico,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 2).jpg / page 97698446",sheet.main.v0,main_sheet,IMG03,1103,2868,3971,52,C,heuristic baseline; design-term hits=3; verified open image,1,220,true,92,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
