surface_id,capture_id,year,period_band,region,theme,source_family,source_name,title,image_state,recommended_next_action,calibrated_action,calibration_status,calibration_confidence,calibration_reason,role_family,source_text_chars,overall_research_anchor_score,source_depth_score,relation_density_score,text_depth_score,design_object_confidence_score,risk_pressure_score,editorial_need_score,risk_flags,positive_flags
SURF-CAW2026R02874,CAW2026R02874,1974,1970_2000,Democratic Republic of the Congo,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Kissinger and Nguza Karl-I-Bond toasting (1976-04-28)(A9606 NLGRF Gerald Ford Library).jpg / page 82776635,Kissinger and Nguza Karl-I-Bond toasting (1976-04-28)(A9606 NLGRF Gerald Ford Library).jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,938,64,95,47,100,66,44,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CCT2026R01294,CCT2026R01294,1983,1970_2000,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Korea stamp type B8A.jpg / page 17348630,Korea stamp type B8A.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,190,29,19,17,60,66,62,40,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R00831,CCT2026R00831,1991,1970_2000,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Russia stamp 2011 № 1542list.jpg / page 133249949,Russia stamp 2011 № 1542list.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,209,32,20,47,62,66,62,38,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02880,CAW2026R02880,1974,1970_2000,Estonia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / StampUSSR1974 4366.jpg / page 7977842,StampUSSR1974 4366.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,254,37,25,17,66,66,44,34,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CRG2026R2965,CRG2026R2965,1976,1970_2000,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamps 001 ua0028.jpg / page 94265589,Stamps 001 ua0028.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,148,27,14,35,57,66,62,43,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02885,CAW2026R02885,1974,1970_2000,Jordan,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Ford A2204 NLGRF photo contact sheet (1974-11-29)(Gerald Ford Library).jpg / page 23376013,Ford A2204 NLGRF photo contact sheet (1974-11-29)(Gerald Ford Library).jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,1460,61,95,22,100,66,44,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03390,CAW2026R03390,1998,1970_2000,Kiribati,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Azerbaijan - 1998 - Colnect 289099 - Israel 98 - World Stamp Exhibition.jpeg / page 98439476,Stamp of Azerbaijan - 1998 - Colnect 289099 - Israel 98 - World Stamp Exhibition.jpeg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,369,38,36,0,75,78,62,25,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; exhibition; graphic; visual communication
SURF-CAW2026R02850,CAW2026R02850,1971,1970_2000,Laos,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1971 - Colnect 352795 - Group of 77.jpeg / page 115009040,Stamp of Peru - 1971 - Colnect 352795 - Group of 77.jpeg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,302,39,30,20,70,78,62,30,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,advertisement; design; graphic; visual communication
SURF-CCT2026R01852,CCT2026R01852,1996,1970_2000,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Russia stamp 1996 № 271.jpg / page 68417844,Russia stamp 1996 № 271.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,182,24,18,5,60,66,62,40,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03292,CAW2026R03292,1994,1970_2000,Latvia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / 19940621 200sant Latvia Postage Stamp.jpg / page 11653684,19940621 200sant Latvia Postage Stamp.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,208,36,20,25,62,66,44,38,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03272,CAW2026R03272,1993,1970_2000,Lithuania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Europa 1993 Lietuva.jpg / page 80783546,Europa 1993 Lietuva.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,222,35,22,35,63,66,62,37,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03127,CAW2026R03127,1988,1970_2000,Middle East and North Africa,World War and public-information graphics,Wikimedia Commons,"Wikimedia Commons file source / Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Caesar Creek Lake's emergency spillway, Warren County, Ohio, USA)...","Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Caesar Creek Lake's emergency spillway, Warren County, Ohio, USA) 32.jpg",IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Context/photo or non-design drift flags support card treatment.,card_context,1239,53,80,47,100,90,100,0,non_design_drift:bivalve; non_design_drift:fossil; non_design_drift:limestone; non_design_drift:ordovician; non_design_drift:specimen; commons_file_source,design; graphic; identity; typography; visual communication
SURF-CAW2026R03336,CAW2026R03336,1996,1970_2000,Moldova,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Moldova 083 - 2.png / page 42470476,Stamp of Moldova 083 - 2.png,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,191,37,19,35,60,66,44,40,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03022,CAW2026R03022,1981,1970_2000,Mongolia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / The Soviet Union 1981 CPA 5170 stamp (Soviet-Mongolian Space Flight. Moment of launch rocket with Soyuz 39 spacecraft from Baikonur Cosmodrome).jpg / page 104112093,The Soviet Union 1981 CPA 5170 stamp (Soviet-Mongolian Space Flight. Moment of launch rocket with Soyuz 39 spacecraft from Baikonur Cosmodrome).jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,433,45,43,22,81,66,44,19,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CRG2026R2112,CRG2026R2112,1971,1970_2000,North America,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / United States Christmas 1971 Postage Stamp First Day of Issue Cover.jpg / page 190512417,United States Christmas 1971 Postage Stamp First Day of Issue Cover.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,228,35,22,35,64,66,44,36,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03364,CAW2026R03364,1997,1970_2000,North Macedonia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Cantharellus cibarius. Stamp of Macedonia.jpg / page 76359406,Cantharellus cibarius. Stamp of Macedonia.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,708,53,80,12,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-DNZPOSTR025,DNZPOSTR025,1982,1970_2000,Oceania and Pacific,Postwar exhibition and cultural posters,DigitalNZ,DigitalNZ,Philitelic exhibition poster,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,485,43,63,5,85,68,36,15,stamp_or_philatelic:philatelic; stamp_or_philatelic:stamps,design; exhibition; graphic; poster
SURF-CCE2026R00809,CCE2026R00809,1971,1970_2000,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp 1971 NewZealand MiNr0565 pm B002.jpg / page 116388244,Stamp 1971 NewZealand MiNr0565 pm B002.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,2102,46,80,20,100,66,80,0,stamp_or_philatelic:commemorative; stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03218,CAW2026R03218,1990,1970_2000,Papua New Guinea,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Papua New Guinea 1990 variable value stamp 00.20 Mi 1.jpg / page 98475028,Papua New Guinea 1990 variable value stamp 00.20 Mi 1.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,300,33,30,0,70,66,62,30,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02841,CAW2026R02841,1971,1970_2000,Qatar,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Ajman - 1971 - Colnect 768333 - Collie.jpeg / page 115703282,Stamp of Ajman - 1971 - Colnect 768333 - Collie.jpeg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,666,50,76,0,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02960,CAW2026R02960,1978,1970_2000,Serbia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Europa 1978 Yugoslavia Series.jpg / page 80701157,Europa 1978 Yugoslavia Series.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,402,36,40,17,78,66,62,22,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02845,CAW2026R02845,1971,1970_2000,Solomon Islands,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Ajman - 1971 - Colnect 696644 - World Jamboree 1971 with silver overprint.jpeg / page 115702479,Stamp of Ajman - 1971 - Colnect 696644 - World Jamboree 1971 with silver overprint.jpeg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,745,51,80,0,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R03775,CCT2026R03775,1990,1970_2000,South Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Kanakadaasa postal stamp.jpg / page 115166431,Kanakadaasa postal stamp.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,193,24,19,0,61,66,62,39,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R03941,CCT2026R03941,1999,1970_2000,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Cambodia stamp type 4.jpg / page 16340178,Cambodia stamp type 4.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,169,22,16,0,59,66,62,41,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
