category,macro,country,object_term,depth,status,added,failures_delta,rejects_delta,rows_after,elapsed_seconds
Category:Magazine covers of Nepal,South Asia,Nepal,magazine cover,1,completed,2,0,5,715,2281.2
Category:Magazine covers of Poland,Eastern Europe / Caucasus,Poland,magazine cover,1,completed,0,2,0,715,2314.8
Category:Magazine covers of Romania,Eastern Europe / Caucasus,Romania,magazine cover,1,completed,4,0,11,719,2333.5
Category:Magazine covers of South Africa,Africa,South Africa,magazine cover,1,completed,3,0,0,722,2335.2
Category:Magazine covers of South Korea,East Asia,Korea,magazine cover,1,completed,0,0,14,722,2337.8
Category:Magazine covers of Taiwan,East Asia,Taiwan,magazine cover,1,completed,2,0,24,724,2341.1
Category:Magazine covers of Turkey,Middle East and North Africa,Turkey,magazine cover,1,completed,3,0,0,727,2343.6
Category:Magazine covers of Ukraine,Eastern Europe / Caucasus,Ukraine,magazine cover,1,completed,0,2,0,727,2377.7
Category:Magazine covers of Vietnam,Southeast Asia,Vietnam,magazine cover,1,completed,5,0,15,732,2386.3
Category:Bottles by country,,,packaging,1,completed,0,0,0,732,2387.2
Category:Food packaging by country,,,packaging,1,completed,0,0,0,732,2387.9
Category:Ink bottles by country,,,packaging,1,completed,0,0,0,732,2388.7
Category:Beverage packaging by country,,,packaging,1,completed,0,0,0,732,2389.5
Category:Packaging in Argentina,Latin America / Caribbean,Argentina,packaging,1,completed,0,0,0,732,2391.1
Category:Packaging in Australia,Oceania / Pacific,Australia / Indigenous,packaging,1,completed,3,0,0,735,2393.1
Category:Packaging in Bolivia,Latin America / Caribbean,Bolivia,packaging,1,completed,0,2,0,735,2427.0
Category:Packaging in China,East Asia,China,packaging,1,completed,3,0,0,738,2444.8
Category:Packaging in Croatia,Eastern Europe / Caucasus,Croatia,packaging,1,completed,3,0,3,741,2446.6
Category:Packaging in Ghana,Africa,Ghana,packaging,1,completed,0,0,0,741,2448.1
Category:Packaging in India,South Asia,India,packaging,1,completed,1,0,0,742,2449.6
Category:Packaging in Kazakhstan,Central Asia,Kazakhstan,packaging,1,completed,0,0,0,742,2451.2
Category:Packaging in Kenya,Africa,Kenya,packaging,1,completed,0,2,0,742,2484.8
Category:Packaging in Malaysia,Southeast Asia,Malaysia,packaging,1,completed,0,1,0,742,2502.5
Category:Packaging in Mexico,Latin America / Caribbean,Mexico,packaging,1,completed,2,0,0,744,2504.2
Category:Packaging in the Philippines,Southeast Asia,Philippines,packaging,1,completed,0,0,0,744,2505.8
Category:Packaging in Poland,Eastern Europe / Caucasus,Poland,packaging,1,completed,0,0,0,744,2507.5
Category:Packaging in South Korea,East Asia,Korea,packaging,1,completed,1,0,0,745,2509.4
Category:Packaging in Taiwan,East Asia,Taiwan,packaging,1,completed,0,1,0,745,2527.1
Category:Packaging in Turkey,Middle East and North Africa,Turkey,packaging,1,completed,0,2,0,745,2560.7
Category:Packaging in Ukraine,Eastern Europe / Caucasus,Ukraine,packaging,1,completed,4,0,1,749,2568.1
Category:Packaging in Vietnam,Southeast Asia,Vietnam,packaging,1,completed,0,0,0,749,2569.7
Category:Labels of objects on display by country,,,label,1,completed,0,0,0,749,2570.4
Category:Bottle labels by country,,,label,1,completed,0,0,0,749,2571.2
Category:Charity stamps by country,,,postage stamp,1,completed,0,0,0,749,2571.9
Category:Clothes labels by country,,,label,1,completed,0,0,0,749,2572.6
Category:Labels in China,East Asia,China,label,1,completed,0,0,0,749,2574.0
Category:Pamphlets of Iran,Middle East and North Africa,Iran,pamphlet,1,completed,0,2,0,749,2607.9
Category:3D letters by country,,,typography,1,completed,0,0,0,749,2624.8
Category:Calligraphy by country,,,typography,1,completed,0,0,0,749,2625.6
Category:Typography of Brazil,Latin America / Caribbean,Brazil,typography,1,completed,0,0,0,749,2627.0
Category:Typography of Indonesia,Southeast Asia,Indonesia,typography,1,completed,1,0,0,750,2628.5
Category:Typography of Iran,Middle East and North Africa,Iran,typography,1,completed,3,0,4,753,2630.4
Category:Typography of Iraq,Middle East and North Africa,Iraq,typography,1,completed,0,0,0,753,2632.0
Category:Typography of Mexico,Latin America / Caribbean,Mexico,typography,1,completed,0,2,0,753,2665.5
Category:Typography of Poland,Eastern Europe / Caucasus,Poland,typography,1,completed,1,0,1,754,2683.3
Category:Typography of Romania,Eastern Europe / Caucasus,Romania,typography,1,completed,0,0,1,754,2684.9
Category:Music posters by country,,,poster,2,completed,0,0,0,754,2685.6
Category:World War I posters by country,,,poster,2,completed,0,0,0,754,2686.3
Category:Advertising posters by country,,,poster,2,completed,0,0,0,754,2687.1
Category:Election posters by country,,,poster,2,completed,0,0,0,754,2687.9
Category:Military posters by country,,,poster,2,completed,0,0,0,754,2688.6
Category:Sports posters by country,,,poster,2,completed,0,0,0,754,2689.3
Category:Posters of Italy by subject,,,poster,2,completed,0,1,0,754,2706.3
Category:Posters of Japan by subject,,,poster,2,completed,0,1,0,754,2723.2
Category:Posters of Poland by subject,Eastern Europe / Caucasus,Poland,poster,2,completed,0,1,0,754,2746.5
Category:Posters of Russia by subject,,,poster,2,completed,0,0,0,754,2747.3
Category:Posters of the Soviet Union by subject,,,poster,2,completed,0,0,0,754,2748.0
Category:Posters of Switzerland by subject,,,poster,2,completed,0,0,0,754,2748.7
Category:Posters of Ukraine by subject,Eastern Europe / Caucasus,Ukraine,poster,2,completed,0,0,0,754,2750.3
Category:Posters of Australia by century,Oceania / Pacific,Australia / Indigenous,poster,2,completed,0,0,0,754,2751.7
Category:Posters of Austria by century,,,poster,2,completed,0,0,0,754,2752.5
Category:Posters of Belarus by century,,,poster,2,completed,0,0,0,754,2753.2
Category:Posters of Belgium by century,,,poster,2,completed,0,1,0,754,2770.1
Category:Posters of Brazil by century,Latin America / Caribbean,Brazil,poster,2,completed,0,1,0,754,2804.0
Category:Posters of Denmark by century,,,poster,2,completed,0,0,0,754,2804.8
Category:Posters of France by century,,,poster,2,completed,0,0,0,754,2805.6
Category:Posters of Germany by century,,,poster,2,completed,0,0,0,754,2806.3
Category:Posters of Iran by century,Middle East and North Africa,Iran,poster,2,completed,0,0,0,754,2807.8
Category:Posters of Italy by century,,,poster,2,completed,0,0,0,754,2808.5
Category:Posters of Japan by century,,,poster,2,completed,0,0,0,754,2809.2
Category:Posters of the Netherlands by century,,,poster,2,completed,0,0,0,754,2809.9
Category:Posters of New Zealand by century,Oceania / Pacific,Aotearoa New Zealand,poster,2,completed,0,1,0,754,2827.7
Category:Posters of Poland by century,Eastern Europe / Caucasus,Poland,poster,2,completed,0,2,0,754,2861.7
Category:Posters of Romania by century,Eastern Europe / Caucasus,Romania,poster,2,completed,0,0,0,754,2863.1
Category:Posters of Slovenia by century,,,poster,2,completed,0,0,0,754,2863.9
Category:Posters of South Korea by century,East Asia,Korea,poster,2,completed,0,0,0,754,2865.3
Category:Posters of Spain by century,,,poster,2,completed,0,0,0,754,2866.0
Category:Posters of Ukraine by century,Eastern Europe / Caucasus,Ukraine,poster,2,completed,0,0,0,754,2867.5
Category:Posters of the United Kingdom by century,,,poster,2,completed,0,0,0,754,2868.5
Category:Posters of the United States by century,,,poster,2,completed,0,0,0,754,2869.2
Category:Posters of Australia by decade,Oceania / Pacific,Australia / Indigenous,poster,2,completed,0,2,0,754,2903.1
Category:Posters of Austria by decade,,,poster,2,completed,0,1,0,754,2920.0
Category:Posters of Belarus by decade,,,poster,2,completed,0,0,0,754,2926.6
Category:Posters of Belgium by decade,,,poster,2,completed,0,0,0,754,2927.3
Category:Posters of Brazil by decade,Latin America / Caribbean,Brazil,poster,2,completed,0,0,0,754,2928.8
Category:Posters of Canada by decade,,,poster,2,completed,0,0,0,754,2929.6
Category:Posters of China by decade,East Asia,China,poster,2,completed,0,0,0,754,2931.0
Category:Posters of Denmark by decade,,,poster,2,completed,0,0,0,754,2931.8
Category:Posters of France by decade,,,poster,2,completed,0,0,0,754,2932.6
Category:Posters of Germany by decade,,,poster,2,completed,0,0,0,754,2933.3
Category:Posters of Iran by decade,Middle East and North Africa,Iran,poster,2,completed,0,2,0,754,2967.0
Category:Posters of Italy by decade,,,poster,2,completed,0,0,0,754,2983.9
Category:Posters of Japan by decade,,,poster,2,completed,0,0,0,754,2984.8
Category:Posters of Latvia by decade,,,poster,2,completed,0,0,0,754,2985.6
Category:Posters of the Netherlands by decade,,,poster,2,completed,0,0,0,754,2986.4
Category:Posters of New Zealand by decade,Oceania / Pacific,Aotearoa New Zealand,poster,2,completed,0,0,0,754,2987.8
Category:Posters of Poland by decade,Eastern Europe / Caucasus,Poland,poster,2,completed,0,0,0,754,2989.4
Category:Posters of Romania by decade,Eastern Europe / Caucasus,Romania,poster,2,completed,0,0,0,754,2990.8
Category:Posters of Russia by decade,,,poster,2,completed,0,1,0,754,3007.6
Category:Posters of Slovenia by decade,,,poster,2,completed,0,1,0,754,3024.5
Category:Posters of South Korea by decade,East Asia,Korea,poster,2,completed,0,1,0,754,3047.8
Category:Posters of the Soviet Union by decade,,,poster,2,completed,0,0,0,754,3048.8
Category:Posters of Spain by decade,,,poster,2,completed,0,0,0,754,3050.0
Category:Posters of Ukraine by decade,Eastern Europe / Caucasus,Ukraine,poster,2,completed,0,0,0,754,3051.6
Category:Posters of the United Kingdom by decade,,,poster,2,completed,0,0,0,754,3052.3
Category:Posters of the United States by decade,,,poster,2,completed,0,0,0,754,3053.0
Category:Posters of Australia by year,Oceania / Pacific,Australia / Indigenous,poster,2,completed,0,0,0,754,3054.5
Category:Posters of Austria by year,,,poster,2,completed,0,0,0,754,3055.2
Category:Posters of Belarus by year,,,poster,2,completed,0,1,0,754,3072.0
Category:Posters of Belgium by year,,,poster,2,completed,0,1,0,754,3089.0
Category:Posters of Brazil by year,Latin America / Caribbean,Brazil,poster,2,completed,0,0,0,754,3106.8
Category:Posters of Canada by year,,,poster,2,completed,0,0,0,754,3107.6
Category:Posters of Denmark by year,,,poster,2,completed,0,0,0,754,3108.4
Category:Posters of France by year,,,poster,2,completed,0,0,0,754,3109.2
Category:Posters of Germany by year,,,poster,2,completed,0,0,0,754,3110.0
Category:Posters of Hungary by year,,,poster,2,completed,0,0,0,754,3110.7
Category:Posters of Iran by year,Middle East and North Africa,Iran,poster,2,completed,0,0,0,754,3112.2
Category:Posters of Italy by year,,,poster,2,completed,0,0,0,754,3112.9
Category:Posters of Japan by year,,,poster,2,completed,0,1,0,754,3129.7
Category:Posters of Latvia by year,,,poster,2,completed,0,1,0,754,3146.7
Category:Posters of the Netherlands by year,,,poster,2,completed,0,0,0,754,3163.8
Category:Posters of Poland by year,Eastern Europe / Caucasus,Poland,poster,2,completed,0,0,0,754,3165.4
Category:Posters of Romania by year,Eastern Europe / Caucasus,Romania,poster,2,completed,0,0,0,754,3167.0
Category:Posters of Russia by year,,,poster,2,completed,0,0,0,754,3167.8
Category:Posters of Slovenia by year,,,poster,2,completed,0,0,0,754,3168.6
Category:Posters of South Korea by year,East Asia,Korea,poster,2,completed,0,0,0,754,3170.0
Category:Posters of the Soviet Union by year,,,poster,2,completed,0,0,0,754,3170.8
Category:Posters of Spain by year,,,poster,2,completed,0,1,0,754,3187.7
Category:Posters of Switzerland by year,,,poster,2,completed,0,1,0,754,3204.5
Category:Posters of Ukraine by year,Eastern Europe / Caucasus,Ukraine,poster,2,completed,0,1,0,754,3227.8
Category:Posters of the United Kingdom by year,,,poster,2,completed,0,0,0,754,3229.0
Category:Posters of the United States by year,,,poster,2,completed,0,0,0,754,3229.8
Category:Russian-language billboards by country,,,poster,2,completed,0,0,0,754,3230.5
Category:Billboards in Angola,Africa,Angola,poster,2,completed,0,0,0,754,3233.4
Category:Billboards in Argentina,Latin America / Caribbean,Argentina,poster,2,completed,1,0,35,755,3237.5
Category:Billboards in Armenia,Eastern Europe / Caucasus,Armenia,poster,2,completed,0,0,1,755,3239.1
Category:Billboards in Australia,Oceania / Pacific,Australia / Indigenous,poster,2,completed,5,1,16,760,1754.4
Category:Billboards in Bangladesh,South Asia,Bangladesh,poster,2,completed,0,0,1,760,1756.1
Category:Billboards in Brazil,Latin America / Caribbean,Brazil,poster,2,completed,0,0,19,760,1759.9
Category:Billboards in Bulgaria,Eastern Europe / Caucasus,Bulgaria,poster,2,completed,0,0,11,760,1762.4
Category:Billboards in Cameroon,Africa,Cameroon,poster,2,completed,2,0,4,762,1764.6
Category:Billboards in China,East Asia,China,poster,2,completed,0,1,0,762,1782.2
Category:Billboards in Croatia,Eastern Europe / Caucasus,Croatia,poster,2,completed,0,1,0,762,1816.1
Category:Billboards in Cuba,Latin America / Caribbean,Cuba,poster,2,completed,5,0,28,767,1819.3
Category:Billboards in Egypt,Africa,Egypt,poster,2,completed,0,0,14,767,1821.5
Category:Billboards in Georgia (country),Eastern Europe / Caucasus,Georgia,poster,2,completed,0,0,16,767,1824.4
Category:Billboards in Iran,Middle East and North Africa,Iran,poster,2,completed,0,0,6,767,1826.4
Category:Billboards in India,South Asia,India,poster,2,completed,0,1,0,767,1844.1
Category:Billboards in Jordan,Middle East and North Africa,Jordan,poster,2,completed,0,1,0,767,1878.1
Category:Billboards in Kazakhstan,Central Asia,Kazakhstan,poster,2,completed,0,0,12,767,1880.4
Category:Billboards in Kenya,Africa,Kenya,poster,2,completed,0,0,14,767,1882.9
Category:Billboards in Lebanon,Middle East and North Africa,Lebanon,poster,2,completed,0,0,1,767,1884.3
Category:Billboards in Malaysia,Southeast Asia,Malaysia,poster,2,completed,1,0,8,768,1886.7
Category:Billboards in Mexico,Latin America / Caribbean,Mexico,poster,2,completed,0,1,0,768,1904.3
Category:Billboards in Morocco,Africa,Morocco,poster,2,completed,0,1,1,768,1938.1
Category:Billboards in Mozambique,Africa,Mozambique,poster,2,completed,0,0,11,768,1940.2
Category:Billboards in New Zealand,Oceania / Pacific,Aotearoa New Zealand,poster,2,completed,0,0,19,768,1942.8
Category:Billboards in Nigeria,Africa,Nigeria,poster,2,completed,1,0,5,769,1944.8
Category:Billboards in North Korea,East Asia,Korea,poster,2,completed,0,0,6,769,1946.9
Category:Billboards in Pakistan,South Asia,Pakistan,poster,2,completed,0,1,0,769,1964.6
Category:Billboards in the State of Palestine,Middle East and North Africa,Palestine,poster,2,completed,0,1,1,769,1998.7
Category:Billboards in Peru,Latin America / Caribbean,Peru,poster,2,completed,0,0,5,769,2000.7
Category:Billboards in the Philippines,Southeast Asia,Philippines,poster,2,completed,0,0,6,769,2002.9
Category:Billboards in Poland,Eastern Europe / Caucasus,Poland,poster,2,completed,0,0,37,769,2008.0
Category:Billboards in Romania,Eastern Europe / Caucasus,Romania,poster,2,completed,0,0,1,769,2009.6
Category:Billboards in Serbia,Eastern Europe / Caucasus,Serbia,poster,2,completed,0,1,0,769,2027.3
Category:Billboards in Singapore,Southeast Asia,Singapore,poster,2,completed,0,1,2,769,2052.7
Category:Billboards in South Africa,Africa,South Africa,poster,2,completed,0,0,0,769,2054.1
Category:Billboards in South Korea,East Asia,Korea,poster,2,completed,0,0,2,769,2055.9
Category:Billboards in Sri Lanka,South Asia,Sri Lanka,poster,2,completed,0,0,4,769,2057.8
Category:Billboards in Syria,Middle East and North Africa,Syria,poster,2,completed,0,0,5,769,2059.8
Category:Billboards in Taiwan,East Asia,Taiwan,poster,2,completed,0,1,0,769,2077.4
Category:Billboards in Thailand,Southeast Asia,Thailand,poster,2,completed,1,1,2,770,2111.5
Category:Billboards in Tunisia,Africa,Tunisia,poster,2,completed,0,0,23,770,2114.6
Category:Billboards in Turkey,Middle East and North Africa,Turkey,poster,2,completed,1,0,30,771,2119.5
Category:Billboards in Ukraine,Eastern Europe / Caucasus,Ukraine,poster,2,completed,0,0,34,771,2123.8
Category:Billboards in Uzbekistan,Central Asia,Uzbekistan,poster,2,completed,0,0,0,771,2125.3
Category:Billboards in Venezuela,Latin America / Caribbean,Venezuela,poster,2,completed,0,1,0,771,2142.9
Category:Billboards in Vietnam,Southeast Asia,Vietnam,poster,2,completed,0,1,7,771,2177.5
Category:Poster artists from Argentina,Latin America / Caribbean,Argentina,poster,2,completed,0,0,0,771,2178.9
Category:Poster artists from Australia,Oceania / Pacific,Australia / Indigenous,poster,2,completed,0,0,0,771,2180.4
Category:Poster artists from Brazil,Latin America / Caribbean,Brazil,poster,2,completed,0,0,0,771,2181.9
Category:Poster artists from Bulgaria,Eastern Europe / Caucasus,Bulgaria,poster,2,completed,0,0,0,771,2183.3
Category:Poster artists from Iran,Middle East and North Africa,Iran,poster,2,completed,0,1,0,771,2201.0
Category:Poster artists from Mexico,Latin America / Caribbean,Mexico,poster,2,completed,0,1,0,771,2234.9
Category:Poster artists from Poland,Eastern Europe / Caucasus,Poland,poster,2,completed,0,0,0,771,2236.4
