cluster_key,source_family,region,theme,five_year_bucket,actual_year_span,global_scope_policy,cluster_size,role_rows,packet_scale,packet_readiness,cover_main_requirement,normal_main_policy,normal_main_target_min,sub_target_min,sub_target_max,appendix_policy,card_policy,minimum_text_pages,editorial_page_requirement,reading_note_requirement,folder_directory_mode,content_tree_depth,layout_family,node_explanation_required,reason
Global / transnational|Modern typography and layout|Wikimedia Commons|1970-1974,Wikimedia Commons,Global / transnational,Modern typography and layout,1970-1974,1970-1974,global_host_requires_scope_review,673,673,large,scope_review_before_packet,cover_main_required,multiple_normal_mains_allowed_under_cover,10,10,355,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=355; card_candidates=250; scope=global_host_requires_scope_review; lane=macro_cluster_needs_split
Indonesia|Modern typography and layout|Wikimedia Commons|1980-1984,Wikimedia Commons,Indonesia,Modern typography and layout,1980-1984,1980-1984,region_specific_or_not_global,45,45,large,parentage_signal_needed,cover_main_required,normal_main_anchor_selection_needed,1,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=3; card_candidates=42; scope=region_specific_or_not_global; lane=packet_parentage_review
Lebanon|Travel and transport poster culture|Wikimedia Commons|1905-1909,Wikimedia Commons,Lebanon,Travel and transport poster culture,1905-1909,1906-1906,region_specific_or_not_global,45,45,large,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,10,10,11,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=11; card_candidates=0; scope=region_specific_or_not_global; lane=strong_packet_candidate
Iraq|Modern typography and layout|Wikimedia Commons|1965-1969,Wikimedia Commons,Iraq,Modern typography and layout,1965-1969,1965-1969,region_specific_or_not_global,41,41,large,parentage_signal_needed,cover_main_required,multiple_normal_mains_allowed_under_cover,2,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=1; card_candidates=38; scope=region_specific_or_not_global; lane=packet_parentage_review
Global / transnational|Modern typography and layout|Wikimedia Commons|1955-1959,Wikimedia Commons,Global / transnational,Modern typography and layout,1955-1959,1955-1959,global_host_requires_scope_review,40,40,large,scope_review_before_packet,cover_main_required,multiple_normal_mains_allowed_under_cover,3,10,30,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=30; card_candidates=6; scope=global_host_requires_scope_review; lane=macro_cluster_needs_split
Global / transnational|Modern typography and layout|Wikimedia Commons|1980-1984,Wikimedia Commons,Global / transnational,Modern typography and layout,1980-1984,1980-1984,global_host_requires_scope_review,40,40,large,scope_review_before_packet,cover_main_required,multiple_normal_mains_allowed_under_cover,2,10,35,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=35; card_candidates=2; scope=global_host_requires_scope_review; lane=macro_cluster_needs_split
Iran|Modern typography and layout|Wikimedia Commons|1985-1989,Wikimedia Commons,Iran,Modern typography and layout,1985-1989,1985-1989,region_specific_or_not_global,39,39,large,parentage_signal_needed,cover_main_required,single_normal_main_expected,1,10,38,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=38; card_candidates=0; scope=region_specific_or_not_global; lane=packet_parentage_review
India|Modern typography and layout|Wikimedia Commons|1975-1979,Wikimedia Commons,India,Modern typography and layout,1975-1979,1975-1975,region_specific_or_not_global,38,38,large,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,10,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=10; card_candidates=0; scope=region_specific_or_not_global; lane=strong_packet_candidate
Bolivia|Modern typography and layout|Wikimedia Commons|1930-1934,Wikimedia Commons,Bolivia,Modern typography and layout,1930-1934,1930-1931,region_specific_or_not_global,37,37,large,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,1,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=1; card_candidates=35; scope=region_specific_or_not_global; lane=card_context_cluster
Iraq|Modern typography and layout|Wikimedia Commons|1960-1964,Wikimedia Commons,Iraq,Modern typography and layout,1960-1964,1960-1964,region_specific_or_not_global,36,36,large,card_or_appendix_pool,cover_main_required,single_normal_main_expected,1,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=0; card_candidates=35; scope=region_specific_or_not_global; lane=card_context_cluster
Lebanon|Travel and transport poster culture|Wikimedia Commons|1885-1889,Wikimedia Commons,Lebanon,Travel and transport poster culture,1885-1889,1887-1887,region_specific_or_not_global,36,36,large,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,10,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=5; card_candidates=0; scope=region_specific_or_not_global; lane=strong_packet_candidate
Indonesia|Modern typography and layout|Wikimedia Commons|1900-1904,Wikimedia Commons,Indonesia,Modern typography and layout,1900-1904,1900-1900,region_specific_or_not_global,35,35,large,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,10,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=9; card_candidates=0; scope=region_specific_or_not_global; lane=strong_packet_candidate
Brazil|Modern typography and layout|Wikimedia Commons|1980-1984,Wikimedia Commons,Brazil,Modern typography and layout,1980-1984,1980-1983,region_specific_or_not_global,34,34,large,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,1,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=1; card_candidates=33; scope=region_specific_or_not_global; lane=card_context_cluster
India|Modern typography and layout|Wikimedia Commons|1905-1909,Wikimedia Commons,India,Modern typography and layout,1905-1909,1905-1909,region_specific_or_not_global,34,34,large,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,10,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=9; card_candidates=2; scope=region_specific_or_not_global; lane=strong_packet_candidate
Global / transnational|Modern typography and layout|Wikimedia Commons|1885-1889,Wikimedia Commons,Global / transnational,Modern typography and layout,1885-1889,1885-1889,global_host_requires_scope_review,33,33,large,scope_review_before_packet,cover_main_required,multiple_normal_mains_allowed_under_cover,2,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=2; card_candidates=26; scope=global_host_requires_scope_review; lane=macro_cluster_needs_split
Algeria|Modern typography and layout|Wikimedia Commons|1945-1949,Wikimedia Commons,Algeria,Modern typography and layout,1945-1949,1945-1949,region_specific_or_not_global,31,31,large,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=0; card_candidates=31; scope=region_specific_or_not_global; lane=card_context_cluster
Iraq|Modern typography and layout|Wikimedia Commons|1955-1959,Wikimedia Commons,Iraq,Modern typography and layout,1955-1959,1956-1959,region_specific_or_not_global,31,31,large,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=0; card_candidates=31; scope=region_specific_or_not_global; lane=card_context_cluster
Latin America|Modern typography and layout|Wikimedia Commons|1890-1894,Wikimedia Commons,Latin America,Modern typography and layout,1890-1894,1890-1894,region_specific_or_not_global,31,31,large,parentage_signal_needed,cover_main_required,normal_main_anchor_selection_needed,1,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=5; card_candidates=25; scope=region_specific_or_not_global; lane=packet_parentage_review
Peru|Modern typography and layout|Wikimedia Commons|1970-1974,Wikimedia Commons,Peru,Modern typography and layout,1970-1974,1970-1972,region_specific_or_not_global,31,31,large,parentage_signal_needed,cover_main_required,normal_main_anchor_selection_needed,1,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=2; card_candidates=29; scope=region_specific_or_not_global; lane=packet_parentage_review
Bolivia|Modern typography and layout|Wikimedia Commons|1925-1929,Wikimedia Commons,Bolivia,Modern typography and layout,1925-1929,1925-1929,region_specific_or_not_global,30,30,large,card_or_appendix_pool,cover_main_required,single_normal_main_expected,1,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=0; card_candidates=29; scope=region_specific_or_not_global; lane=card_context_cluster
India|Modern typography and layout|Wikimedia Commons|1950-1954,Wikimedia Commons,India,Modern typography and layout,1950-1954,1950-1954,region_specific_or_not_global,30,30,large,parentage_signal_needed,cover_main_required,single_normal_main_expected,1,10,17,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=17; card_candidates=12; scope=region_specific_or_not_global; lane=packet_parentage_review
Latin America|Modern typography and layout|Wikimedia Commons|2005-2009,Wikimedia Commons,Latin America,Modern typography and layout,2005-2009,2005-2009,region_specific_or_not_global,30,30,large,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,10,10,19,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=19; card_candidates=0; scope=region_specific_or_not_global; lane=strong_packet_candidate
