surface_id,capture_id,packet_id,current_publication_role,current_surface_type,recommended_role,recommendation_confidence,recommendation_reason,anchor_score,relation_density,title,year,region,theme,medium,movement,source_name,image_state,source_reading_text_length,reading_text_length,completeness_score
SURF-CAW2026R00054,CAW2026R00054,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,65,54,"Marianne North (1830-1890) - Palawan Trees, Sarawak, Borneo - MN565 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - Palawan Trees, Sarawak, Borneo - MN565 - Marianne North Gallery.jpg / page 164808566",IMG03,424,2835,91
SURF-CAW2026R00055,CAW2026R00055,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,61,54,Marianne North (1830-1890) - Pawan Durfur - MN663 - Marianne North Gallery.jpg,1830,Seychelles,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Marianne North (1830-1890) - Pawan Durfur - MN663 - Marianne North Gallery.jpg / page 164364866,IMG03,256,2736,91
SURF-CAW2026R00056,CAW2026R00056,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,62,54,"Marianne North (1830-1890) - Rocky Landscape - MNS110 - Royal Botanic Gardens, Kew, Library, Art ^ Archives.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - Rocky Landscape - MNS110 - Royal Botanic Gardens, Kew, Library, Art ^ Archives.jpg / page 164483685",IMG03,283,2824,91
SURF-CAW2026R00057,CAW2026R00057,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,69,54,"Marianne North (1830-1890) - Scene in Dr Atherstone's Garden, Grahamstown - MN445 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - Scene in Dr Atherstone's Garden, Grahamstown - MN445 - Marianne North Gallery.jpg / page 164515722",IMG03,550,2896,97
SURF-CAW2026R00058,CAW2026R00058,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,65,54,"Marianne North (1830-1890) - Sea-Shore near Valparaiso, Chile - MN24 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - Sea-Shore near Valparaiso, Chile - MN24 - Marianne North Gallery.jpg / page 164676211",IMG03,436,2842,91
SURF-CAW2026R00059,CAW2026R00059,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,71,54,"Marianne North (1830-1890) - Seven Snowy Peaks Seen from the Araucaria Forest, Chili - MN6 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - Seven Snowy Peaks Seen from the Araucaria Forest, Chili - MN6 - Marianne North Gallery.jpg / page 164309062",IMG03,643,2956,97
SURF-CAW2026R00060,CAW2026R00060,PKT00250,main_sheet,sheet,main_sheet_manual_review,medium,Packet anchor candidate but needs editorial/source-depth review.,71,54,"Marianne North (1830-1890) - Some of Mrs Cameron's Models with Cocoanut and Teak Trees, Kalutara, Ceylon - MN240 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - Some of Mrs Cameron's Models with Cocoanut and Teak Trees, Kalutara, Ceylon - MN240 - Marianne North Gallery.jpg / page 164947035",IMG03,829,3055,97
SURF-CAW2026R00061,CAW2026R00061,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,70,54,Marianne North (1830-1890) - Street in Ajmere and Gate of the Daghar Mosque - MN797 - Marianne North Gallery.jpg,1830,Seychelles,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Marianne North (1830-1890) - Street in Ajmere and Gate of the Daghar Mosque - MN797 - Marianne North Gallery.jpg / page 164313831,IMG03,568,2904,97
SURF-CAW2026R00062,CAW2026R00062,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,69,54,"Marianne North (1830-1890) - Strelitzia augusta at St John's, Kaffraria - MN369 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - Strelitzia augusta at St John's, Kaffraria - MN369 - Marianne North Gallery.jpg / page 164627817",IMG03,532,2897,97
SURF-CAW2026R00063,CAW2026R00063,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,62,54,Marianne North (1830-1890) - Study of Gulf Weed - MN163 - Marianne North Gallery.jpg,1830,Seychelles,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Marianne North (1830-1890) - Study of Gulf Weed - MN163 - Marianne North Gallery.jpg / page 164291795,IMG03,310,2777,91
SURF-CAW2026R00064,CAW2026R00064,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,62,54,Marianne North (1830-1890) - Study of Screw Pine - MN175 - Marianne North Gallery.jpg,1830,Seychelles,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Marianne North (1830-1890) - Study of Screw Pine - MN175 - Marianne North Gallery.jpg / page 164365073,IMG03,319,2780,91
SURF-CAW2026R00065,CAW2026R00065,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,65,54,Marianne North (1830-1890) - Study of the 'Plant of Life' - MN182 - Marianne North Gallery.jpg,1830,Seychelles,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Marianne North (1830-1890) - Study of the 'Plant of Life' - MN182 - Marianne North Gallery.jpg / page 164817369,IMG03,400,2830,91
SURF-CAW2026R00007,CAW2026R00007,PKT00400,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,60,10,"Marianne North (1830-1890) - Study of the Traveller's Tree of Madagascar in the Botanic Garden of Rio, Brazil - MN58 - Marianne North Gallery.jpg",1830,Brazil,Travel and transport poster culture,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - Study of the Traveller's Tree of Madagascar in the Botanic Garden of Rio, Brazil - MN58 - Marianne North Gallery.jpg / page 164496375",IMG03,874,3036,97
SURF-CAW2026R00066,CAW2026R00066,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,71,54,"Marianne North (1830-1890) - Talipot Palm near the Botanic Garden, Peradeniya, Ceylon - MN284 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - Talipot Palm near the Botanic Garden, Peradeniya, Ceylon - MN284 - Marianne North Gallery.jpg / page 164676045",IMG03,658,2962,97
SURF-CAW2026R00067,CAW2026R00067,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,59,54,Marianne North (1830-1890) - The Asoka - MN312 - Marianne North Gallery.jpg,1830,Seychelles,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Marianne North (1830-1890) - The Asoka - MN312 - Marianne North Gallery.jpg / page 164744197,IMG03,235,2731,85
SURF-CAW2026R00068,CAW2026R00068,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,69,54,"Marianne North (1830-1890) - The Canary Islands Pine at Icod, Teneriffe - MN526 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - The Canary Islands Pine at Icod, Teneriffe - MN526 - Marianne North Gallery.jpg / page 164802570",IMG03,532,2897,97
SURF-CAW2026R00069,CAW2026R00069,PKT00662,main_sheet,sheet,main_sheet_manual_review,medium,Packet anchor candidate but needs editorial/source-depth review.,66,4,"Marianne North (1830-1890) - The Kaffir Plum, Painted in the Perie Bush, South Africa - MN382 - Marianne North Gallery.jpg",1830,South Africa / Botswana,Travel and transport poster culture,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - The Kaffir Plum, Painted in the Perie Bush, South Africa - MN382 - Marianne North Gallery.jpg / page 164791280",IMG03,658,2916,97
SURF-CAW2026R00070,CAW2026R00070,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,67,54,"Marianne North (1830-1890) - The Kluet Volcano from Ngantang, Java - MN804 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - The Kluet Volcano from Ngantang, Java - MN804 - Marianne North Gallery.jpg / page 164654972",IMG03,487,2867,91
SURF-CAW2026R00071,CAW2026R00071,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,61,54,Marianne North (1830-1890) - The Soma-Lata - MN308 - Marianne North Gallery.jpg,1830,Seychelles,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Marianne North (1830-1890) - The Soma-Lata - MN308 - Marianne North Gallery.jpg / page 164948946,IMG03,271,2752,91
SURF-CAW2026R00072,CAW2026R00072,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,66,54,"Marianne North (1830-1890) - The Tapang-Tree, Sarawak, Borneo - MN530 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - The Tapang-Tree, Sarawak, Borneo - MN530 - Marianne North Gallery.jpg / page 164097352",IMG03,442,2836,91
SURF-CAW2026R00073,CAW2026R00073,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,67,54,"Marianne North (1830-1890) - Three Volcanoes, from Tremangong, Java - MN802 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - Three Volcanoes, from Tremangong, Java - MN802 - Marianne North Gallery.jpg / page 164688544",IMG03,496,2861,91
SURF-CAW2026R00074,CAW2026R00074,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,68,54,"Marianne North (1830-1890) - Tomb of Ali ud Deen and Neem Tree, Delhi - MN241 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - Tomb of Ali ud Deen and Neem Tree, Delhi - MN241 - Marianne North Gallery.jpg / page 164769456",IMG03,514,2886,97
SURF-CAW2026R00075,CAW2026R00075,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,65,54,"Marianne North (1830-1890) - Trees near Fernshaw, Victoria - MN777 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - Trees near Fernshaw, Victoria - MN777 - Marianne North Gallery.jpg / page 164448555",IMG03,409,2824,91
SURF-CAW2026R00076,CAW2026R00076,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,62,54,"Marianne North (1830-1890) - Unidentified Plants - 2009-1-2 - Royal Botanic Gardens, Kew, Library, Art ^ Archives.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - Unidentified Plants - 2009-1-2 - Royal Botanic Gardens, Kew, Library, Art ^ Archives.jpg / page 164188600",IMG03,319,2848,91
SURF-CAW2026R00077,CAW2026R00077,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,71,54,"Marianne North (1830-1890) - View from the Steps of Table Mountain through a Wood of Silver Trees - MN425 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - View from the Steps of Table Mountain through a Wood of Silver Trees - MN425 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg / page 97542339",IMG03,766,2555,97
SURF-CAW2026R00078,CAW2026R00078,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,66,54,Marianne North (1830-1890) - View in the Brisbane Botanic Garden - MN738 - Marianne North Gallery.jpg,1830,Seychelles,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Marianne North (1830-1890) - View in the Brisbane Botanic Garden - MN738 - Marianne North Gallery.jpg / page 164617815,IMG03,463,2861,91
SURF-CAW2026R00079,CAW2026R00079,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,64,54,"Marianne North (1830-1890) - View near Quilpue, Chili - MN19 - Marianne North Gallery.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - View near Quilpue, Chili - MN19 - Marianne North Gallery.jpg / page 164325185",IMG03,364,2803,91
SURF-CAW2026R00080,CAW2026R00080,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,71,54,"Marianne North (1830-1890) - View of Cadle's Hotel and the Kloof Beyond near Grahamstown - MN444 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - View of Cadle's Hotel and the Kloof Beyond near Grahamstown - MN444 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg / page 97451684",IMG03,685,2449,97
SURF-CAW2026R00081,CAW2026R00081,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,70,54,"Marianne North (1830-1890) - View of Sitio del Pardo, Orotava, Teneriffe - MN513 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - View of Sitio del Pardo, Orotava, Teneriffe - MN513 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg / page 97432239",IMG03,594,2938,97
SURF-CAW2026R00082,CAW2026R00082,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,64,54,"Marianne North (1830-1890) - View of the Sandy River at Spanish Town, Jamaica - MN167 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - View of the Sandy River at Spanish Town, Jamaica - MN167 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg / page 97451506",IMG03,373,2908,91
SURF-CAW2026R00083,CAW2026R00083,PKT00250,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,71,54,"Marianne North (1830-1890) - View of the South Coast of Mahé and Schools of Venn's Town, Seychelles - MN480 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg",1830,Seychelles,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Marianne North (1830-1890) - View of the South Coast of Mahé and Schools of Venn's Town, Seychelles - MN480 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg / page 97453891",IMG03,784,3095,97
