rank,object_key,surface_id,source_name,title,region_group,period_band,best_image_state,rights_reviewed,source_visible_gap,verified_open_gap,weighted_gap_points,repair_family,required_evidence,automatic_upgrade_allowed,source_url,rights_label,image_license_label
67,url:https://ahm.uem.mz/,SURF-NMSP2026R0076,Arquivo Historico de Mocambique,Arquivo Historico de Maputo,Unresolved region,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://ahm.uem.mz/,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
68,url:https://www.arquivonacional.cv/,SURF-NMSP2026R0080,Arquivo Nacional de Cabo Verde,Instituto do Arquivo Nacional de Cabo Verde Home,Unresolved region,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://www.arquivonacional.cv/,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
69,url:https://www.artic.edu/artworks/10429,SURF-ER1830R048,Art Institute of Chicago API,La Gismonda (Sarah Bernhardt),France,pre_1930,IMG04,true,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://www.artic.edu/artworks/10429,IMG04: AIC row does not expose an image identifier in this capture.,Render as text/source page without image frame.
70,url:https://rizal.library.ateneo.edu/,SURF-ESR1931R037,Ateneo Rizal Library Digital Archives,Home | Rizal Library,Philippines,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://rizal.library.ateneo.edu/,IMG04: Ateneo Rizal Library Digital Archives source-registry context record. Recommended image policy: IMG00_or_IMG02_after_source_terms.,Source-registry context capture keeps source images source-hosted and does not claim item-level image reuse.
71,url:https://kura.aucklandlibraries.govt.nz/digital/collection/ephemera/id/4313,SURF-SBC1970R0009,Auckland Libraries Heritage Collections / CONTENTdm,Māori 2000 - 2009,Aotearoa New Zealand,1970_2000,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://kura.aucklandlibraries.govt.nz/digital/collection/ephemera/id/4313,"IMG04: Copyright restrictions may apply, please check with Auckland Libraries Heritage Collections",Source-breadth capture keeps images source-hosted unless a record-level open statement is explicit.
72,url:https://kura.aucklandlibraries.govt.nz/digital/collection/ephemera/id/2133,SURF-SBC1970R0010,Auckland Libraries Heritage Collections / CONTENTdm,Māori 1970 - 1979,Aotearoa New Zealand,1930_1970,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://kura.aucklandlibraries.govt.nz/digital/collection/ephemera/id/2133,"IMG04: Copyright restrictions may apply, please check with Auckland Libraries Heritage Collections",Source-breadth capture keeps images source-hosted unless a record-level open statement is explicit.
73,url:https://bagfactoryart.org.za/,SURF-NMSP2026R0106,Bag Factory Artists' Studios Archive,WordPress › Error,South Africa,1970_2000,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://bagfactoryart.org.za/,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
74,url:https://culture.gov.bh/,SURF-NMSP2026R0045,Bahrain Authority for Culture and Antiquities,Bahrain Authority for Culture and Antiquities,Unresolved region,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://culture.gov.bh/,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
75,url:https://www.bibliotecadigitaldebogota.gov.co/,SURF-NMSP2026R0023,Biblioteca Digital de Bogota,Biblioteca Digital de Bogotá | BibloRed Logo BibloRed,Colombia,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://www.bibliotecadigitaldebogota.gov.co/,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
76,url:https://www.bibliotecanacional.ao/,SURF-NMSP2026R0075,Biblioteca Nacional de Angola,Biblioteca Nacional de Angola – A Biblioteca Nacional de Angola tem sua origem ao abrigo do Decreto nº 49448 de 27 de Dezembro de 1969,Unresolved region,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://www.bibliotecanacional.ao/,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
77,url:https://www.gov.br/bn/pt-br,SURF-NMSP2026R0027,Biblioteca Nacional de Brasil,Página Inicial — Fundação Biblioteca Nacional,Brazil,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://www.gov.br/bn/pt-br,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
78,url:https://bibliotecanacional.gov.co/es-co,SURF-NMSP2026R0022,Biblioteca Nacional de Colombia,Biblioteca Nacional de Colombia,Colombia,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://bibliotecanacional.gov.co/es-co,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
79,url:https://mcd.gob.gt/biblioteca-nacional,SURF-NMSP2026R0029,Biblioteca Nacional de Guatemala,"Ministerio de Cultura y Deportes – Cultura, motor del desarrollo",Latin America,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://mcd.gob.gt/biblioteca-nacional/,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
80,url:https://www.bnm.gov.mz/portal,SURF-NMSP2026R0077,Biblioteca Nacional de Mocambique,Biblioteca Nacional de Moçambique,Unresolved region,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://www.bnm.gov.mz/portal/,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
81,url:https://www.icp.pr.gov/biblioteca-nacional-de-puerto-rico,SURF-NMSP2026R0087,Biblioteca Nacional de Puerto Rico,Biblioteca Nacional de Puerto Rico | ICP,Latin America,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://www.icp.pr.gov/biblioteca-nacional-de-puerto-rico/,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
82,url:https://www.bnv.gob.ve/,SURF-NMSP2026R0025,Biblioteca Nacional de Venezuela,BNV BNV,Venezuela,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://www.bnv.gob.ve/,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
83,url:https://cultura.gov.py/,SURF-NMSP2026R0019,Biblioteca Nacional del Paraguay,Secretaria Nacional de Cultura Paraguay,Latin America,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://cultura.gov.py/,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
84,url:https://modernegypt.bibalex.org/,SURF-NMSP2026R0048,Bibliotheca Alexandrina Memory of Modern Egypt,Redirect Page,Egypt,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://modernegypt.bibalex.org/,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
85,url:http://cautir.com/f.php,SURF-NMSP2026R0074,Bibliotheque Nationale du Cameroun,Bibliotheque Nationale du Cameroun,Unresolved region,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,http://cautir.com/f.php?e=5OvolufmAJRR%2BVPNKLOMvn49fjB1TWlUcFF6N2gwOHlic25kc2NpMzBxYjZPU2d6d3JEV2tib0U5WGVOM2tFMzJiVjc4dkJOdkVaRE5QS2V0WTRrMVI4UDFhaXdlS2FpejdxVEl4bWhMYWxoUmQ5SWZRbVlnY1BnR1phQjNYNTVxcmtlWWdzVDYxMHpFdk1QWUlISnZxSWxEQjBXektSQ2FFL1V4Qlo4OW5xbWxVd2c2V2VqbVJYdVl1WEJtTldjUkJFdVdNQUpCcnBkOVNkYXNyaGdIM3dLRHRGZzNoQ3JUSXFlSnNVWmx4WFlMM053TjBrc2ZCck9BY1IzU09pWWVhaUJnUGNCOXJuaDhtWGloN0NkSnBMNHc1cmUwVmV5MzY1NHMrWHFPcC9keU9vTjJiUDIwR3Z0SVRIMDRkRWY3MmVOT2VoWHdYL2hXN09VUWs0T2twZ0U1RERaQ0FnMHhvWTZjNmJ0SzZzNERXWHE0cGdNMGRKWS8xTHJpaGR1REl0c0dBZm95L0ZLblJUTjhNaVJYVlo1emc5OW9QejIrTGpyaGlZNEI1dU80N3R0enAvbGFJbytaNWNyZFJqd0E5WElPa25qOHE5eFFCWE1BMnI%3D,"IMG04: true source-profile text page, not a parser failure.",No IMG01 or IMG03 promotion; impact/source priority remains internal triage only.
86,url:https://eresources.nlb.gov.sg/printheritage,SURF-ESR1931R039,BookSG / Print Heritage,BookSG / Print Heritage,Singapore,undated_or_unparsed,IMG04,false,true,true,1.00,img04_text_state_review,Confirm this is genuinely text/authority/context-only; otherwise capture a visual source record.,false,https://eresources.nlb.gov.sg/printheritage/,IMG04: BookSG / Print Heritage source-registry context record. Recommended image policy: IMG00_or_IMG02_after_source_terms.,Source-registry context capture keeps source images source-hosted and does not claim item-level image reuse.
