cluster_key,source_family,family_class,region,theme,five_year_bucket,cluster_size,packet_relation_lane,packet_confidence,eligible_rows,anchor_rows,member_or_sub_rows,scope_status,scope_reason,blocking_dimensions,manual_resolution_path,seed_priority,sample_titles
United States|Midcentury modern graphic communication|University of Miami Libraries Digital Collections / CONTENTdm|1995-1999,University of Miami Libraries Digital Collections / CONTENTdm,library_archive_or_aggregator,United States,Midcentury modern graphic communication,1995-1999,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"""Cuba Libre: A Musical Celebration"" flyer and poster"
Belgium|Modern typography and layout|V&A Collections API|1840-1844,V&A Collections API,other_non_commons,Belgium,Modern typography and layout,1840-1844,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Trade card for C. & J. Lintelo Brothers, Gold and Silversmiths"
Russia / USSR contexts|Travel and transport poster culture|V&A Collections API|1935-1939,V&A Collections API,other_non_commons,Russia / USSR contexts,Travel and transport poster culture,1935-1939,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Poster
Switzerland|Postwar exhibition and cultural posters|V&A Collections API|1945-1949,V&A Collections API,other_non_commons,Switzerland,Postwar exhibition and cultural posters,1945-1949,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Poster advertising an exhibition of the artist's work
United Kingdom|Midcentury modern graphic communication|V&A Collections API|1895-1899,V&A Collections API,other_non_commons,United Kingdom,Midcentury modern graphic communication,1895-1899,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Queen Victoria
United Kingdom|Midcentury modern graphic communication|V&A Collections API|1965-1969,V&A Collections API,other_non_commons,United Kingdom,Midcentury modern graphic communication,1965-1969,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Wanted Good Men
United Kingdom|Midcentury modern graphic communication|V&A Collections API|1970-1974,V&A Collections API,other_non_commons,United Kingdom,Midcentury modern graphic communication,1970-1974,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,There flows from Latin America
United Kingdom|Postwar exhibition and cultural posters|V&A Collections API|1940-1944,V&A Collections API,other_non_commons,United Kingdom,Postwar exhibition and cultural posters,1940-1944,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Poison Gas Exhibition
United Kingdom|Travel and transport poster culture|V&A Collections API|1935-1939,V&A Collections API,other_non_commons,United Kingdom,Travel and transport poster culture,1935-1939,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,W.T.A. Summer Holidays
United Kingdom|Travel and transport poster culture|V&A Collections API|1950-1954,V&A Collections API,other_non_commons,United Kingdom,Travel and transport poster culture,1950-1954,3,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Be First Not Last. Travel Early Shop Early Post Early | Out and About by London Transport. The Farms. | Out and About by London Transport. The Farms.
United Kingdom|World War and public-information graphics|V&A Collections API|1940-1944,V&A Collections API,other_non_commons,United Kingdom,World War and public-information graphics,1940-1944,2,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Ocean Front Exhibition | The Royal Navy at Work Exhibition
United States|Modern typography and layout|V&A Collections API|1895-1899,V&A Collections API,other_non_commons,United States,Modern typography and layout,1895-1899,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Picture Posters
United States|Travel and transport poster culture|V&A Collections API|1945-1949,V&A Collections API,other_non_commons,United States,Travel and transport poster culture,1945-1949,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,American Overseas Airlines shrinking travel time
China / Hong Kong|Travel and transport poster culture|Wellcome Collection|1955-1959,Wellcome Collection,museum_or_collection_api,China / Hong Kong,Travel and transport poster culture,1955-1959,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Prevention of traffic accidents in Shanxi province, China. Colour lithograph, 1957."
France|Midcentury modern graphic communication|Wellcome Collection|1930-1934,Wellcome Collection,museum_or_collection_api,France,Midcentury modern graphic communication,1930-1934,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Tuberculosis patients lying on their beds in a crowded tuberculosis hospital; advertising a tombola in aid of tuberculosis sufferers in L'Hérault, France. Colour lithograph, ca. 1933."
France|Midcentury modern graphic communication|Wellcome Collection|1945-1949,Wellcome Collection,museum_or_collection_api,France,Midcentury modern graphic communication,1945-1949,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"A radiologist conducting a chest x-ray of a young man in order to detect early signs of tuberculosis. Colour lithograph after A. Wilquin, 1949."
France|Midcentury modern graphic communication|Wellcome Collection|1950-1954,Wellcome Collection,museum_or_collection_api,France,Midcentury modern graphic communication,1950-1954,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"A stamp showing Einar Holbøll; representing the need for contributions to help the tuberculous. Colour lithograph after R. Serres, 1954."
France|Public health and social communication|Wellcome Collection|1940-1944,Wellcome Collection,museum_or_collection_api,France,Public health and social communication,1940-1944,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"A healthy boy, protected from tuberculosis by fresh air and exercise. Colour lithograph by André Wilquin, 1942."
Germany|Midcentury modern graphic communication|Wellcome Collection|1945-1949,Wellcome Collection,museum_or_collection_api,Germany,Midcentury modern graphic communication,1945-1949,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"A radiograph of the chest; representing the need for early detection of pulmonary tuberculosis. Colour lithograph by G.C. Schulz, ca. 1947."
Germany|Public health and social communication|Wellcome Collection|1970-1974,Wellcome Collection,museum_or_collection_api,Germany,Public health and social communication,1970-1974,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Tobacco: chemicals contained in its smoke and their effects on human health, especially the heart. Colour lithograph, 197- (?)."
Germany|World War and public-information graphics|Wellcome Collection|1940-1944,Wellcome Collection,museum_or_collection_api,Germany,World War and public-information graphics,1940-1944,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"A finger-wound being attacked by germs represented by German soldiers in World War II. Colour lithograph after P. Mendoza, 1940."
Mainland China|Public health and social communication|Wellcome Collection|1955-1959,Wellcome Collection,museum_or_collection_api,Mainland China,Public health and social communication,1955-1959,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Trachoma: how it is transmitted and prevented. Colour lithographs, 1958."
Mainland China|Public health and social communication|Wellcome Collection|1960-1964,Wellcome Collection,museum_or_collection_api,Mainland China,Public health and social communication,1960-1964,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Schistosomiasis: how it is transmitted and prevented. Colour lithographs, 1963."
Netherlands|Midcentury modern graphic communication|Wellcome Collection|1930-1934,Wellcome Collection,museum_or_collection_api,Netherlands,Midcentury modern graphic communication,1930-1934,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"A strong man supporting a weak and emaciated woman; representing the work of the Zonnestraal sanatorium for the tuberculous. Colour lithograph by A. Hahn, 1932."
Netherlands|Postwar exhibition and cultural posters|Wellcome Collection|1945-1949,Wellcome Collection,museum_or_collection_api,Netherlands,Postwar exhibition and cultural posters,1945-1949,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"A hand which has lost two fingers, owing to attempts to clean dangerous machines while they are running. Colour lithograph by Jacob Jansma, 1949."
Netherlands|Postwar exhibition and cultural posters|Wellcome Collection|1950-1954,Wellcome Collection,museum_or_collection_api,Netherlands,Postwar exhibition and cultural posters,1950-1954,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"A hand which has suffered a bad wound while in contact with machinery owing to a finger ring which has broken and torn the flesh. Colour lithograph by E. Lukács, 1950."
United Kingdom|Public health and social communication|Wellcome Collection|1935-1939,Wellcome Collection,museum_or_collection_api,United Kingdom,Public health and social communication,1935-1939,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Get fit, keep fit / B.S.A."
United Kingdom|Public health and social communication|Wellcome Collection|1940-1944,Wellcome Collection,museum_or_collection_api,United Kingdom,Public health and social communication,1940-1944,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Medical facilities available at a modern health centre contrasted with ill health in old-fashioned housing. Colour lithograph after A. Games, 1942."
United Kingdom|Travel and transport poster culture|Wellcome Collection|1960-1964,Wellcome Collection,museum_or_collection_api,United Kingdom,Travel and transport poster culture,1960-1964,2,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Answer to emergency. | Photograph of a picket outside British Transport Commission building over banned FPA poster on London Underground
United Kingdom|World War and public-information graphics|Wellcome Collection|1935-1939,Wellcome Collection,museum_or_collection_api,United Kingdom,World War and public-information graphics,1935-1939,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Let the toddler's first steps -lead to the welfare centre : get expert attention and advice before and after baby comes, advice on feeding -milk or special food, trained nurses who like children, do what the doctor tells you : Norfolk / Ministry of Health."
United Kingdom|World War and public-information graphics|Wellcome Collection|1950-1954,Wellcome Collection,museum_or_collection_api,United Kingdom,World War and public-information graphics,1950-1954,2,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Onwards to victory. | Protect your child from fire : close fitting garments plus fire guards spell safety : see also our pamphlet ""A child in danger"" / Fire Offices' Committee, Fire Protection Association, London."
United States|Midcentury modern graphic communication|Wellcome Collection|1940-1944,Wellcome Collection,museum_or_collection_api,United States,Midcentury modern graphic communication,1940-1944,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"A lecturer pointing to a large screen, on which projected diagrams of the bodies of a man and a woman are marked with red flags indicating areas where cancer may be first seen. Colour lithograph after D. Fellnagel, 1941."
United States|Midcentury modern graphic communication|Wellcome Collection|1955-1959,Wellcome Collection,museum_or_collection_api,United States,Midcentury modern graphic communication,1955-1959,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Li'l Abner (American cartoon hero) telling his girl friend Daisy Mae that he is about to have a chest x-ray for tuberculosis. Colour lithograph after Al Capp, 195-."
United States|Midcentury modern graphic communication|Wellcome Collection|1960-1964,Wellcome Collection,museum_or_collection_api,United States,Midcentury modern graphic communication,1960-1964,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Sexually transmitted diseases are rife after plague, tuberculosis and yellow fever have been overcome. Colour lithograph after H. Devitt Welsh."
United States|Public health and social communication|Wellcome Collection|1950-1954,Wellcome Collection,museum_or_collection_api,United States,Public health and social communication,1950-1954,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"A skull seen against a street surface of granite sets; representing the danger of death in traffic accidents. Colour lithograph by Walter Müller, 195-."
United States|World War and public-information graphics|Wellcome Collection|1940-1944,Wellcome Collection,museum_or_collection_api,United States,World War and public-information graphics,1940-1944,2,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Points in arteries where pressure reduces bleeding. Colour lithograph by Rhode Island Council of War Agencies, 194-. | A red arrow on a graph pointing upwards through a human body, representing the increase in cancer in the USA. Colour lithograph after D. Fellnagel, 1941."
France|Midcentury modern graphic communication|Gallica / BnF APIs|1920-1924,Gallica / BnF APIs,library_archive_or_aggregator,France,Midcentury modern graphic communication,1920-1924,22,packet_parentage_review,medium,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; cluster_too_large; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-14,"Imprimerie de l'""Oeuvre"" saccagée par ""les Camelots du Roy"" : [photographie de presse] / Agence Meurisse | Auto réclame [pour] Electro Lux : [photographie de presse] / [Agence Rol] | Auto réclame Lion Blanc [lessive] : [photographie de presse] / [Agence Rol] | Auto réclame [voiture publicitaire pour le Moulin Rouge] : [photographie de presse] / [Agence Rol] | Auto réclame de Vinay [chocolat] : [photographie de presse] / [Agence Rol]"
Global / transnational|Corporate identity and design systems|Another Graphic|2015-2019,Another Graphic,design_or_cultural_institution,Global / transnational,Corporate identity and design systems,2015-2019,2,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,T-Shirt | Tote bag Original
Global / transnational|Corporate identity and design systems|Another Graphic|2020-2024,Another Graphic,design_or_cultural_institution,Global / transnational,Corporate identity and design systems,2020-2024,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Tote bag Design Challenge
Global / transnational|Corporate identity and design systems|Another Graphic|2025-2029,Another Graphic,design_or_cultural_institution,Global / transnational,Corporate identity and design systems,2025-2029,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,João Queirós - Another Graphic
Global / transnational|World War and public-information graphics|Another Graphic|2025-2029,Another Graphic,design_or_cultural_institution,Global / transnational,World War and public-information graphics,2025-2029,1,small_anchor_or_manual,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"Publication: New Glyphs, New Writings"
Palestine / transnational|Midcentury modern graphic communication|Georgia State CONTENTdm|1975-1979,Georgia State CONTENTdm,library_archive_or_aggregator,Palestine / transnational,Midcentury modern graphic communication,1975-1979,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Revolution RCP Monthly
Global / transnational|Corporate identity and design systems|Internet Archive|2015-2019,Internet Archive,library_archive_or_aggregator,Global / transnational,Corporate identity and design systems,2015-2019,1,small_anchor_or_manual,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Graphic design school : a foundation course in the principles and practices of graphic design
Global / transnational|Modern typography and layout|Internet Archive|2010-2014,Internet Archive,library_archive_or_aggregator,Global / transnational,Modern typography and layout,2010-2014,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,The Art Of Computer Designing: A Black and White Approach
Global / transnational|Modern typography and layout|Internet Archive|2015-2019,Internet Archive,library_archive_or_aggregator,Global / transnational,Modern typography and layout,2015-2019,3,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Graphic design solutions | The D&D Rules Cyclopedia | Design Plex Magazine No. 12 - Feature: Graphics Go Around The World (Wide Web) (December 1999)
Global / transnational|Modern typography and layout|Internet Archive|2020-2024,Internet Archive,library_archive_or_aggregator,Global / transnational,Modern typography and layout,2020-2024,2,small_anchor_or_manual,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"The Elements of Graphic Design : Space, Unity, Page Architecture, and Type | HTML CSS"
Global / transnational|Public health and social communication|Internet Archive|2010-2014,Internet Archive,library_archive_or_aggregator,Global / transnational,Public health and social communication,2010-2014,1,small_anchor_or_manual,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,An Activist's Guide to Basic First Aid
Global / transnational|Travel and transport poster culture|Internet Archive|2005-2009,Internet Archive,library_archive_or_aggregator,Global / transnational,Travel and transport poster culture,2005-2009,3,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,REVOLUTIONART issue 3 - international pdf magazine of graphics arts | REVOLUTIONART issue 4 (DIRT) - international pdf magazine of graphics arts | REVOLUTIONART issue 2 - international pdf magazine of graphics arts
Global / transnational|Travel and transport poster culture|Internet Archive|2015-2019,Internet Archive,library_archive_or_aggregator,Global / transnational,Travel and transport poster culture,2015-2019,1,small_anchor_or_manual,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Logo Modernism
Global / transnational|World War and public-information graphics|Internet Archive|2005-2009,Internet Archive,library_archive_or_aggregator,Global / transnational,World War and public-information graphics,2005-2009,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Revolution Art Magazine Issue 8
Global / transnational|World War and public-information graphics|Internet Archive|2010-2014,Internet Archive,library_archive_or_aggregator,Global / transnational,World War and public-information graphics,2010-2014,6,packet_parentage_review,medium,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Compute! Magazine Issue 151 | Compute! Magazine Issue 148 | Compute! Magazine Issue 158 | Compute! Magazine Issue 159 | Compute! Magazine Issue 132
Global / transnational|World War and public-information graphics|Internet Archive|2015-2019,Internet Archive,library_archive_or_aggregator,Global / transnational,World War and public-information graphics,2015-2019,2,small_anchor_or_manual,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,IBM OS2 Developer Magazine | Blender Basics: Classroom Tutorial Book
Palestine / transnational|Modern typography and layout|Internet Archive|1935-1939,Internet Archive,library_archive_or_aggregator,Palestine / transnational,Modern typography and layout,1935-1939,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,גרפיקה שמושית בארצ-ישדאל | Commercial Art Of Palestine
Unresolved region|Modern typography and layout|Internet Archive|1965-1969,Internet Archive,library_archive_or_aggregator,Unresolved region,Modern typography and layout,1965-1969,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Graphic design and reproduction techniques
Unresolved region|World War and public-information graphics|Internet Archive|1965-1969,Internet Archive,library_archive_or_aggregator,Unresolved region,World War and public-information graphics,1965-1969,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"graphic design, issue n°28, 1967 – ‘Franco Grignani and his experimental graphics’ by Katzumie Masaru"
Unresolved region|Corporate identity and design systems|Library of Congress|1885-1889,Library of Congress,library_archive_or_aggregator,Unresolved region,Corporate identity and design systems,1885-1889,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Acorn stoves and ranges
Unresolved region|Midcentury modern graphic communication|Library of Congress|1880-1884,Library of Congress,library_archive_or_aggregator,Unresolved region,Midcentury modern graphic communication,1880-1884,4,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"[Winter scene with horse team hauling logs on a sledge past a windmill, with snow covered landscape, under a full moon] | [Santa with toys in a sleigh, drawn by reindeer, with a church on the right and another in the distance] | [Winter scene with frozen waterwheel, a man with horse team and load of logs, and a church in the distance, under a full moon] | [Pearsall Photography Studio trade card]"
Unresolved region|Midcentury modern graphic communication|Library of Congress|1890-1894,Library of Congress,library_archive_or_aggregator,Unresolved region,Midcentury modern graphic communication,1890-1894,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,"Cats can, but Bon Ami can not scratch for it lacks grit"
Unresolved region|Midcentury modern graphic communication|Library of Congress|1930-1934,Library of Congress,library_archive_or_aggregator,Unresolved region,Midcentury modern graphic communication,1930-1934,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,Schools. Trade card image
Unresolved region|New Deal and civic poster programs|Library of Congress|1935-1939,Library of Congress,library_archive_or_aggregator,Unresolved region,New Deal and civic poster programs,1935-1939,1,mixed_manual_relation_review,low,0,0,0,method_review_only,macro_or_unresolved_region,macro_or_unresolved_region; lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,resolve_region_scope_before_packeting,-18,A book mark would be better!
