candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,period_start,period_end,period_bands,expected_record_types,capture_route,recommended_adapter,recommended_image_policy,text_enrichment_path,rights_posture,risk_notes,priority,inclusion_status,notes,impact_score,impact_rating,impact_basis,new_source_basis
NLCV30045,Biblioteca Nacional de Venezuela,Latin America / Caribbean,Caribbean / North South America,Venezuela,national library,national,HTML/catalog,http://www.bnv.gob.ve/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; newspapers; posters,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Latin America / Caribbean; class=national library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30046,Archivo General de la Nacion Venezuela,Latin America / Caribbean,Caribbean / North South America,Venezuela,national archive,national,HTML,http://www.agn.gob.ve/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,74,B,"region=Latin America / Caribbean; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30047,Biblioteca Nacional de Brasil,Latin America / Caribbean,Brazil,Brazil,national library,national,catalog/HTML,https://www.gov.br/bn/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; posters; newspapers,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Latin America / Caribbean; class=national library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30048,Itaú Cultural Enciclopedia,Latin America / Caribbean,Brazil,Brazil,arts encyclopedia/archive,institutional,HTML,https://enciclopedia.itaucultural.org.br/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,artists; design; visual culture; exhibitions,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,74,B,"region=Latin America / Caribbean; class=arts encyclopedia/archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30049,Mediateca INAH,Latin America / Caribbean,Mexico,Mexico,heritage media archive,national,HTML/catalog,https://mediateca.inah.gob.mx/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,photographs; posters; ephemera; visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P0,candidate,,93,A,"region=Latin America / Caribbean; class=heritage media archive; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30050,Museo del Estanquillo,Latin America / Caribbean,Mexico,Mexico,popular culture museum,museum,HTML,https://www.museodelestanquillo.cdmx.gob.mx/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,popular prints; posters; caricature; ephemera,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,72,B,"region=Latin America / Caribbean; class=popular culture museum; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30051,Biblioteca Nacional de Guatemala,Latin America / Caribbean,Central America,Guatemala,national library,national,HTML,https://mcd.gob.gt/biblioteca-nacional/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,68,B,"region=Latin America / Caribbean; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30052,Archivo General de Centro America,Latin America / Caribbean,Central America,Guatemala,regional archive,national,HTML,https://mcd.gob.gt/archivo-general-de-centro-america/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; newspapers,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Latin America / Caribbean; class=regional archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30053,Biblioteca Nacional Miguel Obregon Lizano,Latin America / Caribbean,Central America,Costa Rica,national library,national,HTML,https://www.sinabi.go.cr/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; newspapers; posters,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,72,B,"region=Latin America / Caribbean; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30054,Archivo Nacional de Costa Rica,Latin America / Caribbean,Central America,Costa Rica,national archive,national,HTML,https://www.archivonacional.go.cr/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; photographs; government print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,74,B,"region=Latin America / Caribbean; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30055,Biblioteca Nacional de Panama,Latin America / Caribbean,Central America,Panama,national library,national,HTML,https://www.binal.ac.pa/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; periodicals,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,72,B,"region=Latin America / Caribbean; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
