validation_sample_id,surface_id,capture_id,sample_target_marker,year,period,region,theme,medium,image_state,source_name,source_family,title,descriptive_unit,recommended_role,parent_candidate,relation_type,text_need_level,blocker_class,review_result,review_confidence,generalizable_rule,method_risk_flags,role_rationale,review_status,reviewer_notes
MSTV0052,SURF-GA1970R117,GA1970R117,packet_anchor_or_member_review,1964,1946_1969,France,Midcentury modern graphic communication,"1 estampe : lithographie ; 0,550 x 0,540 m; image/jpeg; Nombre total de vues : 1",IMG03,Gallica / BnF APIs,Gallica / BnF APIs,"75e Bal de l'X, à l'Opéra, 26 novembre 1964... : [affiche] / [non signé]",source_cluster_member,sub_under_packet,France|Midcentury modern graphic communication|Gallica / BnF APIs|1960s,member_of_source_cluster_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,large_cluster; no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0053,SURF-IR1970R041,IR1970R041,packet_anchor_or_member_review,1950,1946_1969,United Kingdom,Travel and transport poster culture,Poster,IMG02,V&A Collections API,V&A Collections API,Out and About by London Transport. The Farms.,packet_member_or_anchor_candidate,sub_under_packet,United Kingdom|Travel and transport poster culture|V&A Collections API|1950s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0054,SURF-IR1970R040,IR1970R040,packet_anchor_or_member_review,1950,1946_1969,United Kingdom,Travel and transport poster culture,Poster,IMG02,V&A Collections API,V&A Collections API,Out and About by London Transport. The Farms.,packet_member_or_anchor_candidate,sub_under_packet,United Kingdom|Travel and transport poster culture|V&A Collections API|1950s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0055,SURF-IR1970R045,IR1970R045,packet_anchor_or_member_review,1951,1946_1969,United Kingdom,Travel and transport poster culture,Poster,IMG02,V&A Collections API,V&A Collections API,Be First Not Last. Travel Early Shop Early Post Early,packet_member_or_anchor_candidate,sub_under_packet,United Kingdom|Travel and transport poster culture|V&A Collections API|1950s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0056,SURF-GSU2026R011,GSU2026R011,packet_anchor_or_member_review,1971,1970_1989,United States,Midcentury modern graphic communication,application/pdf; application/pdf; Text,IMG02,Georgia State University Library Digital Collections / CONTENTdm,Georgia State CONTENTdm,"Open Door, 1971-03",packet_member_or_anchor_candidate,sub_under_packet,United States|Midcentury modern graphic communication|Georgia State University Library Digital Collections / CONTENTdm|1970s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0057,SURF-GSU2026R021,GSU2026R021,packet_anchor_or_member_review,1975,1970_1989,United States,Midcentury modern graphic communication,application/pdf; application/pdf; Text,IMG02,Georgia State University Library Digital Collections / CONTENTdm,Georgia State CONTENTdm,"The 751 Aero Mechanic, 1975-09-04",packet_member_or_anchor_candidate,sub_under_packet,United States|Midcentury modern graphic communication|Georgia State University Library Digital Collections / CONTENTdm|1970s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0058,SURF-GSU2026R023,GSU2026R023,packet_anchor_or_member_review,1977,1970_1989,United States,Midcentury modern graphic communication,application/pdf; application/pdf; Text,IMG02,Georgia State University Library Digital Collections / CONTENTdm,Georgia State CONTENTdm,"Focus, 1977-03-03",packet_member_or_anchor_candidate,sub_under_packet,United States|Midcentury modern graphic communication|Georgia State University Library Digital Collections / CONTENTdm|1970s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0059,SURF-GSU2026R034,GSU2026R034,packet_anchor_or_member_review,1984,1970_1989,United States,Modern typography and layout,application/pdf; application/pdf; Text,IMG02,Georgia State University Library Digital Collections / CONTENTdm,Georgia State CONTENTdm,"MCCL Newsletter, 1984-08",packet_member_or_anchor_candidate,sub_under_packet,United States|Modern typography and layout|Georgia State University Library Digital Collections / CONTENTdm|1980s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0060,SURF-SBC1970R0035,SBC1970R0035,packet_anchor_or_member_review,1970,1970_1989,United States,Midcentury modern graphic communication,image/tiff,IMG02,University of Miami Libraries Digital Collections / CONTENTdm,University of Miami Libraries Digital Collections / CONTENTdm,"A Cuba, con el fusil en la mano",packet_member_or_anchor_candidate,sub_under_packet,United States|Midcentury modern graphic communication|University of Miami Libraries Digital Collections / CONTENTdm|1970s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0061,SURF-SBC1970R0033,SBC1970R0033,packet_anchor_or_member_review,1973,1970_1989,United States,Midcentury modern graphic communication,image/tiff,IMG02,University of Miami Libraries Digital Collections / CONTENTdm,University of Miami Libraries Digital Collections / CONTENTdm,"3er Congreso Nacional, Agosto 2-5, 1973",packet_member_or_anchor_candidate,sub_under_packet,United States|Midcentury modern graphic communication|University of Miami Libraries Digital Collections / CONTENTdm|1970s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0062,SURF-SBC1970R0031,SBC1970R0031,packet_anchor_or_member_review,1978,1970_1989,United States,Midcentury modern graphic communication,image/tiff,IMG02,University of Miami Libraries Digital Collections / CONTENTdm,University of Miami Libraries Digital Collections / CONTENTdm,"28 de Enero, 1970, acto conmemorativo: natalicio de Martí, X aniversario de la Agrupación Abdala.",packet_member_or_anchor_candidate,sub_under_packet,United States|Midcentury modern graphic communication|University of Miami Libraries Digital Collections / CONTENTdm|1970s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0063,SURF-SBC1970R0032,SBC1970R0032,packet_anchor_or_member_review,1972,1970_1989,United States,Midcentury modern graphic communication,image/tiff,IMG02,University of Miami Libraries Digital Collections / CONTENTdm,University of Miami Libraries Digital Collections / CONTENTdm,"2do Congreso Nacional Abdala, Agosto 3-6.",packet_member_or_anchor_candidate,sub_under_packet,United States|Midcentury modern graphic communication|University of Miami Libraries Digital Collections / CONTENTdm|1970s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0064,SURF-DNZPOSTR047,DNZPOSTR047,packet_anchor_or_member_review,1991,1990_1999,Aotearoa New Zealand,Midcentury modern graphic communication,; Poster; Unknown,IMG03,DigitalNZ,DigitalNZ,Summer City poster (main),packet_member_or_anchor_candidate,sub_under_packet,Aotearoa New Zealand|Midcentury modern graphic communication|DigitalNZ|1990s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0065,SURF-DNZPOSTR062,DNZPOSTR062,packet_anchor_or_member_review,1999,1990_1999,Aotearoa New Zealand,Midcentury modern graphic communication,; Poster; Unknown,IMG03,DigitalNZ,DigitalNZ,Summer City poster (main),packet_member_or_anchor_candidate,sub_under_packet,Aotearoa New Zealand|Midcentury modern graphic communication|DigitalNZ|1990s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0066,SURF-GSU2026R048,GSU2026R048,packet_anchor_or_member_review,2003,2000_2009,United States,Midcentury modern graphic communication,application/pdf; application/pdf; Text,IMG02,Georgia State University Library Digital Collections / CONTENTdm,Georgia State CONTENTdm,"The Collegian, 2003-12-08",packet_member_or_anchor_candidate,sub_under_packet,United States|Midcentury modern graphic communication|Georgia State University Library Digital Collections / CONTENTdm|2000s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0067,SURF-LPC2026R026,LPC2026R026,packet_anchor_or_member_review,2002,2000_2009,Australia / Indigenous,Postwar exhibition and cultural posters,poster / Indigenous public communication,IMG02,NAIDOC Poster Gallery,NAIDOC Poster Gallery,NAIDOC 2002 Poster,source_cluster_member,sub_under_packet,Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2000s,member_of_source_cluster_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,large_cluster; no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0068,SURF-LPC2026R028,LPC2026R028,packet_anchor_or_member_review,2004,2000_2009,Australia / Indigenous,Postwar exhibition and cultural posters,poster / Indigenous public communication,IMG02,NAIDOC Poster Gallery,NAIDOC Poster Gallery,NAIDOC 2004 Poster,source_cluster_member,sub_under_packet,Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2000s,member_of_source_cluster_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,large_cluster; no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0069,SURF-SBC1970R0005,SBC1970R0005,packet_anchor_or_member_review,2015,2010_2019,Aotearoa New Zealand,Midcentury modern graphic communication,Images,IMG03,Auckland Libraries Heritage Collections / CONTENTdm,Auckland Libraries Heritage Collections / CONTENTdm,"Civic Theatre, Queen Street, Auckland Central, 2015",packet_member_or_anchor_candidate,sub_under_packet,Aotearoa New Zealand|Midcentury modern graphic communication|Auckland Libraries Heritage Collections / CONTENTdm|2010s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0070,SURF-SBC1970R0004,SBC1970R0004,packet_anchor_or_member_review,2016,2010_2019,Aotearoa New Zealand,Midcentury modern graphic communication,Images,IMG03,Auckland Libraries Heritage Collections / CONTENTdm,Auckland Libraries Heritage Collections / CONTENTdm,"Civic Theatre, Queen Street, Auckland Central, 2016",packet_member_or_anchor_candidate,sub_under_packet,Aotearoa New Zealand|Midcentury modern graphic communication|Auckland Libraries Heritage Collections / CONTENTdm|2010s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
MSTV0071,SURF-SBC1970R0001,SBC1970R0001,packet_anchor_or_member_review,2013,2010_2019,Aotearoa New Zealand,Midcentury modern graphic communication,Images,IMG02,Auckland Libraries Heritage Collections / CONTENTdm,Auckland Libraries Heritage Collections / CONTENTdm,"Washing machine repair shop, Dominion Road, 2013",packet_member_or_anchor_candidate,sub_under_packet,Aotearoa New Zealand|Midcentury modern graphic communication|Auckland Libraries Heritage Collections / CONTENTdm|2010s,member_of_packet,low,none,pass,medium,packet_member_with_cluster_can_be_sub_candidate,no_subsheet_relation,The row has a visible cluster relation and should be tested as packet member before main retention.,pending,
