batch_id,priority,source_name,dominant_repair_family,candidate_objects,batch_candidate_limit,estimated_weighted_gap_points,source_visible_gap_objects,verified_open_gap_objects,image_state_mix,source_family_route,item_level_evidence_contract,raw_payload_policy,automatic_upgrade_allowed,network_required_for_execution,sample_surface_ids
IMG-RIGHTS-BATCH-0075,P2,Bibliotheque Nationale du Cameroun,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0074
IMG-RIGHTS-BATCH-0076,P2,BookSG / Print Heritage,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R039
IMG-RIGHTS-BATCH-0077,P2,Bophana Audiovisual Resource Center,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-EW1970R009
IMG-RIGHTS-BATCH-0078,P2,CCA Lagos Archive,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0101
IMG-RIGHTS-BATCH-0079,P2,Casa de Cultură Liviu Rebreanu,img00_source_visible_repair,1,1,1.00,1,1,IMG00:1,generic_item_source_rights_review,"Find a source-visible item image plus rights basis, or keep the object as a source-visible blocker.",metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0214
IMG-RIGHTS-BATCH-0080,P2,Casa de Rui Barbosa Acervo,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0082
IMG-RIGHTS-BATCH-0081,P2,Center for Contemporary Graphic Art,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R003
IMG-RIGHTS-BATCH-0082,P2,Centre de Documentation Saharienne,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0009
IMG-RIGHTS-BATCH-0083,P2,Centro de la Imagen Mexico,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0085
IMG-RIGHTS-BATCH-0084,P2,Chinese Posters,img00_source_visible_repair,1,1,1.00,1,1,IMG00:1,generic_item_source_rights_review,"Find a source-visible item image plus rights basis, or keep the object as a source-visible blocker.",metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-MX1970R055-GROUP
IMG-RIGHTS-BATCH-0085,P2,Citizens Archive of Pakistan,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0051
IMG-RIGHTS-BATCH-0086,P2,Cook Islands Library and Museum,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0127
IMG-RIGHTS-BATCH-0087,P2,Czech Design Archive,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0123
IMG-RIGHTS-BATCH-0088,P2,DDP Seoul,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R004
IMG-RIGHTS-BATCH-0089,P2,Design Center Philippines,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R041
IMG-RIGHTS-BATCH-0090,P2,Design in India / India Design Council references,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R031
IMG-RIGHTS-BATCH-0091,P2,DesignSingapore Council,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R042
IMG-RIGHTS-BATCH-0092,P2,Digital Library Iverieli,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0062
IMG-RIGHTS-BATCH-0093,P2,Digital Library of Lao Manuscripts,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R043
IMG-RIGHTS-BATCH-0094,P2,Estonian Museum of Applied Art and Design,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0124
IMG-RIGHTS-BATCH-0095,P2,Eswatini National Archives,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0013
IMG-RIGHTS-BATCH-0096,P2,Fine Arts Department Thailand,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R045
IMG-RIGHTS-BATCH-0097,P2,Getty Research Portal,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-MX1970R066
IMG-RIGHTS-BATCH-0098,P2,Ghana Library Authority,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0002
IMG-RIGHTS-BATCH-0099,P2,Ginza Graphic Gallery,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R007
IMG-RIGHTS-BATCH-0100,P2,GoDown Arts Centre,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0104
IMG-RIGHTS-BATCH-0101,P2,Grafis Nusantara,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R046
IMG-RIGHTS-BATCH-0102,P2,Hong Kong Heritage Project,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R008
IMG-RIGHTS-BATCH-0103,P2,Indonesian Visual Art Archive,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R047
IMG-RIGHTS-BATCH-0104,P2,Instituto Moreira Salles Acervos,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0081
IMG-RIGHTS-BATCH-0105,P2,Iran Data Portal,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0039
IMG-RIGHTS-BATCH-0106,P2,Iraq National Library and Archive,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0043
IMG-RIGHTS-BATCH-0107,P2,Jakarta Arts Council Archive,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0117
IMG-RIGHTS-BATCH-0108,P2,Jamaica Archives and Records Department,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0034
IMG-RIGHTS-BATCH-0109,P2,Jordan National Library,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0042
IMG-RIGHTS-BATCH-0110,P2,Kenya National Library Service,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0004
IMG-RIGHTS-BATCH-0111,P2,Khastara Perpusnas Indonesia,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R048
IMG-RIGHTS-BATCH-0112,P2,Korea Democracy Foundation Archives,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMSP2026R0093
IMG-RIGHTS-BATCH-0113,P2,Korean Film Archive,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R011
IMG-RIGHTS-BATCH-0114,P2,Kramerius Registry,img04_text_state_review,1,1,1.00,1,1,IMG04:1,generic_item_source_rights_review,Confirm the record is genuinely text/authority/context-only and should remain IMG04.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R023
