table_schema	table_name	catalog_kind	constraint_name	definition	columns	referenced_schema	referenced_table	referenced_columns	deferrable	initially_deferred	trigger_function	trigger_events	expected_event_count	table_indexes	referenced_indexes	child_fk_leading_index_covered	pre_remediation_complexity	risk_priority
raw	migration_batch	CONSTRAINT_TRIGGER	migration_batch_authority_exact	CREATE CONSTRAINT TRIGGER migration_batch_authority_exact AFTER INSERT OR UPDATE ON raw.migration_batch DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION raw.enforce_migration_batch_authority()					t	t	raw.enforce_migration_batch_authority()	INSERT,UPDATE	1	CREATE UNIQUE INDEX migration_batch_pkey ON raw.migration_batch USING btree (migration_batch_id) || CREATE UNIQUE INDEX migration_batch_batch_token_key ON raw.migration_batch USING btree (batch_token) || CREATE INDEX migration_batch_input_idx ON raw.migration_batch USING btree (canonical_input_asset_id) || CREATE INDEX migration_batch_mapping_idx ON raw.migration_batch USING btree (mapping_version_id)			ROW_EVENT_FUNCTION	P1
raw	migration_batch	FOREIGN_KEY	migration_batch_canonical_input_asset_id_fkey	FOREIGN KEY (canonical_input_asset_id) REFERENCES raw.source_asset(source_asset_id) ON DELETE RESTRICT	canonical_input_asset_id	raw	source_asset	source_asset_id	f	f		INSERT,UPDATE	1	CREATE UNIQUE INDEX migration_batch_pkey ON raw.migration_batch USING btree (migration_batch_id) || CREATE UNIQUE INDEX migration_batch_batch_token_key ON raw.migration_batch USING btree (batch_token) || CREATE INDEX migration_batch_input_idx ON raw.migration_batch USING btree (canonical_input_asset_id) || CREATE INDEX migration_batch_mapping_idx ON raw.migration_batch USING btree (mapping_version_id)	CREATE UNIQUE INDEX source_asset_pkey ON raw.source_asset USING btree (source_asset_id) || CREATE UNIQUE INDEX source_asset_lexical_identity_unique ON raw.source_asset USING btree (sha256, byte_length) || CREATE UNIQUE INDEX source_asset_id_sha_unique ON raw.source_asset USING btree (source_asset_id, sha256) || CREATE INDEX source_asset_authority_idx ON raw.source_asset USING btree (authority, logical_name)	t	INDEX_PROBE	P1
raw	migration_batch	FOREIGN_KEY	migration_batch_canonical_input_asset_id_input_sha256_fkey	FOREIGN KEY (canonical_input_asset_id, input_sha256) REFERENCES raw.source_asset(source_asset_id, sha256) ON DELETE RESTRICT	canonical_input_asset_id,input_sha256	raw	source_asset	source_asset_id,sha256	f	f		INSERT,UPDATE	1	CREATE UNIQUE INDEX migration_batch_pkey ON raw.migration_batch USING btree (migration_batch_id) || CREATE UNIQUE INDEX migration_batch_batch_token_key ON raw.migration_batch USING btree (batch_token) || CREATE INDEX migration_batch_input_idx ON raw.migration_batch USING btree (canonical_input_asset_id) || CREATE INDEX migration_batch_mapping_idx ON raw.migration_batch USING btree (mapping_version_id)	CREATE UNIQUE INDEX source_asset_pkey ON raw.source_asset USING btree (source_asset_id) || CREATE UNIQUE INDEX source_asset_lexical_identity_unique ON raw.source_asset USING btree (sha256, byte_length) || CREATE UNIQUE INDEX source_asset_id_sha_unique ON raw.source_asset USING btree (source_asset_id, sha256) || CREATE INDEX source_asset_authority_idx ON raw.source_asset USING btree (authority, logical_name)	f	INDEX_PROBE	P1
raw	migration_batch	FOREIGN_KEY	migration_batch_mapping_version_id_fkey	FOREIGN KEY (mapping_version_id) REFERENCES raw.mapping_version(mapping_version_id) ON DELETE RESTRICT	mapping_version_id	raw	mapping_version	mapping_version_id	f	f		INSERT,UPDATE	1	CREATE UNIQUE INDEX migration_batch_pkey ON raw.migration_batch USING btree (migration_batch_id) || CREATE UNIQUE INDEX migration_batch_batch_token_key ON raw.migration_batch USING btree (batch_token) || CREATE INDEX migration_batch_input_idx ON raw.migration_batch USING btree (canonical_input_asset_id) || CREATE INDEX migration_batch_mapping_idx ON raw.migration_batch USING btree (mapping_version_id)	CREATE UNIQUE INDEX mapping_version_pkey ON raw.mapping_version USING btree (mapping_version_id) || CREATE UNIQUE INDEX mapping_version_version_token_key ON raw.mapping_version USING btree (version_token)	t	INDEX_PROBE	P1
raw	source_record	FOREIGN_KEY	source_record_source_asset_id_fkey	FOREIGN KEY (source_asset_id) REFERENCES raw.source_asset(source_asset_id) ON DELETE RESTRICT	source_asset_id	raw	source_asset	source_asset_id	f	f		INSERT,UPDATE	15923	CREATE UNIQUE INDEX source_record_pkey ON raw.source_record USING btree (source_record_id) || CREATE UNIQUE INDEX source_record_occurrence_unique ON raw.source_record USING btree (source_asset_id, record_ordinal) || CREATE UNIQUE INDEX source_record_asset_identity_unique ON raw.source_record USING btree (source_asset_id, source_record_id) || CREATE INDEX source_record_legacy_id_idx ON raw.source_record USING btree (legacy_source_record_id) || CREATE INDEX source_record_fingerprint_idx ON raw.source_record USING btree (raw_fingerprint)	CREATE UNIQUE INDEX source_asset_pkey ON raw.source_asset USING btree (source_asset_id) || CREATE UNIQUE INDEX source_asset_lexical_identity_unique ON raw.source_asset USING btree (sha256, byte_length) || CREATE UNIQUE INDEX source_asset_id_sha_unique ON raw.source_asset USING btree (source_asset_id, sha256) || CREATE INDEX source_asset_authority_idx ON raw.source_asset USING btree (authority, logical_name)	t	INDEX_PROBE	P1
research	corpus_membership	FOREIGN_KEY	corpus_membership_archive_object_id_fkey	FOREIGN KEY (archive_object_id) REFERENCES core.archive_object(archive_object_id) ON DELETE RESTRICT	archive_object_id	core	archive_object	archive_object_id	f	f		INSERT,UPDATE	15923	CREATE UNIQUE INDEX corpus_membership_pkey ON research.corpus_membership USING btree (corpus_version_id, archive_object_id) || CREATE INDEX corpus_membership_queue_idx ON research.corpus_membership USING btree (corpus_version_id, disposition, archive_object_id) || CREATE INDEX corpus_membership_object_idx ON research.corpus_membership USING btree (archive_object_id, corpus_version_id)	CREATE UNIQUE INDEX archive_object_pkey ON core.archive_object USING btree (archive_object_id) || CREATE UNIQUE INDEX archive_object_urn_uidx ON core.archive_object USING btree (object_urn)	t	INDEX_PROBE	P1
research	corpus_membership	FOREIGN_KEY	corpus_membership_corpus_version_id_fkey	FOREIGN KEY (corpus_version_id) REFERENCES research.corpus_version(corpus_version_id) ON DELETE RESTRICT	corpus_version_id	research	corpus_version	corpus_version_id	f	f		INSERT,UPDATE	15923	CREATE UNIQUE INDEX corpus_membership_pkey ON research.corpus_membership USING btree (corpus_version_id, archive_object_id) || CREATE INDEX corpus_membership_queue_idx ON research.corpus_membership USING btree (corpus_version_id, disposition, archive_object_id) || CREATE INDEX corpus_membership_object_idx ON research.corpus_membership USING btree (archive_object_id, corpus_version_id)	CREATE UNIQUE INDEX corpus_version_pkey ON research.corpus_version USING btree (corpus_version_id) || CREATE UNIQUE INDEX corpus_version_corpus_id_version_token_key ON research.corpus_version USING btree (corpus_id, version_token) || CREATE UNIQUE INDEX corpus_version_corpus_id_policy_sha256_key ON research.corpus_version USING btree (corpus_id, policy_sha256) || CREATE INDEX corpus_version_policy_idx ON research.corpus_version USING btree (policy_version, policy_sha256) || CREATE UNIQUE INDEX corpus_version_exact_policy_pair ON research.corpus_version USING btree (corpus_version_id, policy_sha256)	t	INDEX_PROBE	P1
research	corpus_membership	FOREIGN_KEY	corpus_membership_evidence_item_id_fkey	FOREIGN KEY (evidence_item_id) REFERENCES provenance.evidence_item(evidence_item_id) ON DELETE RESTRICT	evidence_item_id	provenance	evidence_item	evidence_item_id	f	f		INSERT,UPDATE	15923	CREATE UNIQUE INDEX corpus_membership_pkey ON research.corpus_membership USING btree (corpus_version_id, archive_object_id) || CREATE INDEX corpus_membership_queue_idx ON research.corpus_membership USING btree (corpus_version_id, disposition, archive_object_id) || CREATE INDEX corpus_membership_object_idx ON research.corpus_membership USING btree (archive_object_id, corpus_version_id)	CREATE UNIQUE INDEX evidence_item_pkey ON provenance.evidence_item USING btree (evidence_item_id) || CREATE INDEX evidence_item_source_record_idx ON provenance.evidence_item USING btree (source_record_id) || CREATE INDEX evidence_item_content_hash_idx ON provenance.evidence_item USING btree (content_sha256) || CREATE INDEX evidence_item_supersedes_idx ON provenance.evidence_item USING btree (supersedes_evidence_item_id) || CREATE UNIQUE INDEX evidence_item_source_identity_unique ON provenance.evidence_item USING btree (source_asset_id, source_version_id, source_record_id, locator_scheme, internal_locator, span_start, span_end, content_sha256) NULLS NOT DISTINCT || CREATE UNIQUE INDEX evidence_item_source_triplet_unique ON provenance.evidence_item USING btree (evidence_item_id, source_asset_id, source_version_id)	f	INDEX_PROBE	P1
research	corpus_version	FOREIGN_KEY	corpus_version_corpus_id_fkey	FOREIGN KEY (corpus_id) REFERENCES research.corpus(corpus_id) ON DELETE RESTRICT	corpus_id	research	corpus	corpus_id	f	f		INSERT,UPDATE	1	CREATE UNIQUE INDEX corpus_version_pkey ON research.corpus_version USING btree (corpus_version_id) || CREATE UNIQUE INDEX corpus_version_corpus_id_version_token_key ON research.corpus_version USING btree (corpus_id, version_token) || CREATE UNIQUE INDEX corpus_version_corpus_id_policy_sha256_key ON research.corpus_version USING btree (corpus_id, policy_sha256) || CREATE INDEX corpus_version_policy_idx ON research.corpus_version USING btree (policy_version, policy_sha256) || CREATE UNIQUE INDEX corpus_version_exact_policy_pair ON research.corpus_version USING btree (corpus_version_id, policy_sha256)	CREATE UNIQUE INDEX corpus_pkey ON research.corpus USING btree (corpus_id) || CREATE UNIQUE INDEX corpus_corpus_token_key ON research.corpus USING btree (corpus_token)	t	INDEX_PROBE	P1
research	object_trace_node	FOREIGN_KEY	object_trace_node_archive_object_id_fkey	FOREIGN KEY (archive_object_id) REFERENCES core.archive_object(archive_object_id) ON DELETE RESTRICT	archive_object_id	core	archive_object	archive_object_id	f	f		INSERT,UPDATE	15923	CREATE UNIQUE INDEX object_trace_node_pkey ON research.object_trace_node USING btree (archive_object_id, trace_node_id, node_role) || CREATE UNIQUE INDEX object_trace_root_unique ON research.object_trace_node USING btree (archive_object_id) WHERE (node_role = 'root'::text) || CREATE INDEX object_trace_node_reverse_idx ON research.object_trace_node USING btree (trace_node_id, archive_object_id)	CREATE UNIQUE INDEX archive_object_pkey ON core.archive_object USING btree (archive_object_id) || CREATE UNIQUE INDEX archive_object_urn_uidx ON core.archive_object USING btree (object_urn)	t	INDEX_PROBE	P1
research	object_trace_node	FOREIGN_KEY	object_trace_node_trace_node_id_fkey	FOREIGN KEY (trace_node_id) REFERENCES research.trace_node(trace_node_id) ON DELETE RESTRICT	trace_node_id	research	trace_node	trace_node_id	f	f		INSERT,UPDATE	15923	CREATE UNIQUE INDEX object_trace_node_pkey ON research.object_trace_node USING btree (archive_object_id, trace_node_id, node_role) || CREATE UNIQUE INDEX object_trace_root_unique ON research.object_trace_node USING btree (archive_object_id) WHERE (node_role = 'root'::text) || CREATE INDEX object_trace_node_reverse_idx ON research.object_trace_node USING btree (trace_node_id, archive_object_id)	CREATE UNIQUE INDEX trace_node_pkey ON research.trace_node USING btree (trace_node_id) || CREATE INDEX trace_node_canonical_key_idx ON research.trace_node USING btree (canonical_key) || CREATE INDEX trace_node_entity_idx ON research.trace_node USING btree (entity_id, trace_node_id)	t	INDEX_PROBE	P1
research	trace_node	FOREIGN_KEY	trace_node_entity_id_fkey	FOREIGN KEY (entity_id) REFERENCES core.entity(entity_id) ON DELETE RESTRICT	entity_id	core	entity	entity_id	f	f		INSERT,UPDATE	15923	CREATE UNIQUE INDEX trace_node_pkey ON research.trace_node USING btree (trace_node_id) || CREATE INDEX trace_node_canonical_key_idx ON research.trace_node USING btree (canonical_key) || CREATE INDEX trace_node_entity_idx ON research.trace_node USING btree (entity_id, trace_node_id)	CREATE UNIQUE INDEX entity_pkey ON core.entity USING btree (entity_id) || CREATE INDEX entity_kind_state_idx ON core.entity USING btree (entity_kind, lifecycle_state)	t	INDEX_PROBE	P1
research	trace_node	FOREIGN_KEY	trace_node_evidence_item_id_fkey	FOREIGN KEY (evidence_item_id) REFERENCES provenance.evidence_item(evidence_item_id) ON DELETE RESTRICT	evidence_item_id	provenance	evidence_item	evidence_item_id	f	f		INSERT,UPDATE	15923	CREATE UNIQUE INDEX trace_node_pkey ON research.trace_node USING btree (trace_node_id) || CREATE INDEX trace_node_canonical_key_idx ON research.trace_node USING btree (canonical_key) || CREATE INDEX trace_node_entity_idx ON research.trace_node USING btree (entity_id, trace_node_id)	CREATE UNIQUE INDEX evidence_item_pkey ON provenance.evidence_item USING btree (evidence_item_id) || CREATE INDEX evidence_item_source_record_idx ON provenance.evidence_item USING btree (source_record_id) || CREATE INDEX evidence_item_content_hash_idx ON provenance.evidence_item USING btree (content_sha256) || CREATE INDEX evidence_item_supersedes_idx ON provenance.evidence_item USING btree (supersedes_evidence_item_id) || CREATE UNIQUE INDEX evidence_item_source_identity_unique ON provenance.evidence_item USING btree (source_asset_id, source_version_id, source_record_id, locator_scheme, internal_locator, span_start, span_end, content_sha256) NULLS NOT DISTINCT || CREATE UNIQUE INDEX evidence_item_source_triplet_unique ON provenance.evidence_item USING btree (evidence_item_id, source_asset_id, source_version_id)	f	INDEX_PROBE	P1
rights	delivery_assessment	CONSTRAINT_TRIGGER	delivery_assessment_one_current_leaf	CREATE CONSTRAINT TRIGGER delivery_assessment_one_current_leaf AFTER INSERT ON rights.delivery_assessment DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION rights.enforce_one_current_history_leaf()					t	t	rights.enforce_one_current_history_leaf()	INSERT	15788	CREATE UNIQUE INDEX delivery_assessment_pkey ON rights.delivery_assessment USING btree (delivery_assessment_id) || CREATE UNIQUE INDEX delivery_assessment_supersedes_delivery_assessment_id_key ON rights.delivery_assessment USING btree (supersedes_delivery_assessment_id) || CREATE INDEX delivery_assessment_reference_idx ON rights.delivery_assessment USING btree (object_visual_reference_id, assessed_at DESC) || CREATE INDEX delivery_assessment_mode_idx ON rights.delivery_assessment USING btree (delivery_mode, assessed_at DESC)			ROW_EVENT_FUNCTION	P1
rights	delivery_assessment	CONSTRAINT_TRIGGER	delivery_rule_pair	CREATE CONSTRAINT TRIGGER delivery_rule_pair AFTER INSERT OR UPDATE ON rights.delivery_assessment DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION rights.enforce_delivery_rule_pair()					t	t	rights.enforce_delivery_rule_pair()	INSERT,UPDATE	15788	CREATE UNIQUE INDEX delivery_assessment_pkey ON rights.delivery_assessment USING btree (delivery_assessment_id) || CREATE UNIQUE INDEX delivery_assessment_supersedes_delivery_assessment_id_key ON rights.delivery_assessment USING btree (supersedes_delivery_assessment_id) || CREATE INDEX delivery_assessment_reference_idx ON rights.delivery_assessment USING btree (object_visual_reference_id, assessed_at DESC) || CREATE INDEX delivery_assessment_mode_idx ON rights.delivery_assessment USING btree (delivery_mode, assessed_at DESC)			ROW_EVENT_FUNCTION	P1
rights	delivery_assessment	CONSTRAINT_TRIGGER	delivery_supersession_parent	CREATE CONSTRAINT TRIGGER delivery_supersession_parent AFTER INSERT ON rights.delivery_assessment DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION rights.enforce_rights_supersession_parent()					t	t	rights.enforce_rights_supersession_parent()	INSERT	15788	CREATE UNIQUE INDEX delivery_assessment_pkey ON rights.delivery_assessment USING btree (delivery_assessment_id) || CREATE UNIQUE INDEX delivery_assessment_supersedes_delivery_assessment_id_key ON rights.delivery_assessment USING btree (supersedes_delivery_assessment_id) || CREATE INDEX delivery_assessment_reference_idx ON rights.delivery_assessment USING btree (object_visual_reference_id, assessed_at DESC) || CREATE INDEX delivery_assessment_mode_idx ON rights.delivery_assessment USING btree (delivery_mode, assessed_at DESC)			ROW_EVENT_FUNCTION	P1
rights	delivery_assessment	FOREIGN_KEY	delivery_assessment_attribution_bundle_id_fkey	FOREIGN KEY (attribution_bundle_id) REFERENCES rights.attribution_bundle(attribution_bundle_id) ON DELETE RESTRICT	attribution_bundle_id	rights	attribution_bundle	attribution_bundle_id	f	f		INSERT,UPDATE	15788	CREATE UNIQUE INDEX delivery_assessment_pkey ON rights.delivery_assessment USING btree (delivery_assessment_id) || CREATE UNIQUE INDEX delivery_assessment_supersedes_delivery_assessment_id_key ON rights.delivery_assessment USING btree (supersedes_delivery_assessment_id) || CREATE INDEX delivery_assessment_reference_idx ON rights.delivery_assessment USING btree (object_visual_reference_id, assessed_at DESC) || CREATE INDEX delivery_assessment_mode_idx ON rights.delivery_assessment USING btree (delivery_mode, assessed_at DESC)	CREATE UNIQUE INDEX attribution_bundle_pkey ON rights.attribution_bundle USING btree (attribution_bundle_id) || CREATE UNIQUE INDEX attribution_bundle_object_visual_reference_id_bundle_sha256_key ON rights.attribution_bundle USING btree (object_visual_reference_id, bundle_sha256) || CREATE UNIQUE INDEX attribution_bundle_one_successor ON rights.attribution_bundle USING btree (supersedes_attribution_bundle_id)	f	INDEX_PROBE	P1
