ordinal	pair_id	vocabulary_id_a	vocabulary_id_b	label_a	label_b	normalized_label_a	normalized_label_b	canonical_pair_key	structurally_excluded	pair_universe_hash
46	R16A-PAIR:c5d67f7a8fd8297fd26a456f6a3b84c65131f7989dcd2fd5c181f9bb5fd76fe0	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	supply chain	mobile object	supply chain	mobile object	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
47	R16A-PAIR:7ebd53103267c86315e34529330e894e3589ddd68f05b5174fab38a43b986f3c	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	supply chain	production	supply chain	production	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
48	R16A-PAIR:dc9cf356be5a5b0e210071c79f2d2eedcc06a134f53091af6e507353167b1bd9	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	supply chain	consumption	supply chain	consumption	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
49	R16A-PAIR:79e82ab47bf720b0e12c9fb4e5c158facadae89666eed2370ee8dc02aabf69d6	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	supply chain	professionalization	supply chain	professionalization	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
50	R16A-PAIR:a89c0003edcb226f4fa9c99d9bacb8a3e7223005277f9dbe4c3a0460411bba7a	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	supply chain	commodification	supply chain	commodification	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
51	R16A-PAIR:891e0c3d300d8c4af59fbef2f00d164ee9c22df4148122c54ed84daee1dcb37e	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	supply chain	production site	supply chain	production site	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
52	R16A-PAIR:52929057de70e3556f59af414b4a516785a2ba2128fefa4c622aa34c5c1fcc97	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	supply chain	piracy	supply chain	piracy	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
53	R16A-PAIR:7c4b8f6ca069c509c134fcebcaec646437279d883a14df3edee207da59558699	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	supply chain	cultural transfer	supply chain	cultural transfer	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
54	R16A-PAIR:1f71df34fccdf470397ec0b47c9effbc31f543152a0dc7cad2a2c9c31b5f2fb2	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	supply chain	propaganda	supply chain	propaganda	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
55	R16A-PAIR:17e0897310c9dbf30f6253a9f29001dd8024b2fac34e8039c70a43b77840e909	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	supply chain	advertising	supply chain	advertising	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
56	R16A-PAIR:c36555188472ea5287ed70295a1b85e92e2ba9468fc703d2fe8893de3fc55a1f	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	supply chain	material displacement	supply chain	material displacement	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
57	R16A-PAIR:7a4d2398299bd38c29f3501e6e5ce7f54740225f57829bd87df9e4ad746711b1	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	supply chain	canonization	supply chain	canonization	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
58	R16A-PAIR:88d29cf8d1686b277e8602c09ba325dfe5665a11d19ddfccf21b082cf3743a08	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	supply chain	imitation	supply chain	imitation	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
59	R16A-PAIR:792522727720368e28159e9534b876a052445bdcabb8f167d2975c2cf4f6dba1	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	supply chain	rejection	supply chain	rejection	TRV:177025b0eec6e5e441b7f637224e31440c6cc60afd1d06ced1ad993d4ac8988c|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
60	R16A-PAIR:4ff11a60e8960496aa182a1e33050d973e8d2ca99f0428d1c7cde97394a646ad	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea	design education	photography	design education	photography	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
61	R16A-PAIR:1b4e3ac19dd57c5252f969151c8e429f1937ad4166c6cb27c03741829a1040f9	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d	design education	trade	design education	trade	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
62	R16A-PAIR:bfe03a20708888f356a7088fa39fa7b50a17c63a55bf7ee93d0b34c18e48fbb7	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	design education	adaptation	design education	adaptation	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
63	R16A-PAIR:adb25e2f4703feb4b33019f8a69125c57e44dbd225d057322e1c449910729695	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	design education	design diplomacy	design education	design diplomacy	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
64	R16A-PAIR:77d7512d6d110c40570c411fa25b425da21c84ecdbf696a806b66be4d57a6d86	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	design education	craft	design education	craft	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
65	R16A-PAIR:416f4be603d0311e47af52fd48970e4b0daa0e10d13bce75a81ed5be88371149	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:448547bdedc22e5502256bdbd2714b8f2f4d7a5cbf8ce1dc30d21f16b18878a8	design education	self-exoticization	design education	self-exoticization	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:448547bdedc22e5502256bdbd2714b8f2f4d7a5cbf8ce1dc30d21f16b18878a8	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
66	R16A-PAIR:1df4d58dc39eb1b620f552a6316274cf8c7d06a8160f057893b349ce10b52b6b	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:48047b49b975ee8880742ea2544b30e8965f1675df787e9d832f8e0c2db87630	design education	typography	design education	typography	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:48047b49b975ee8880742ea2544b30e8965f1675df787e9d832f8e0c2db87630	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
67	R16A-PAIR:09108fb32fbc17acaa1205d07d048a5e74371e81f8c5919a24f86af4ddc3d677	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79	design education	institutionalization	design education	institutionalization	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
68	R16A-PAIR:341bedba63600563117a75a13876093cc5a9d3a3568aacda2cea43457ae1da9e	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	design education	cultural negotiation	design education	cultural negotiation	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
69	R16A-PAIR:e3b2144bc27792ed2c5f4548e9513f9ff8550eaa148c01004bfb8ef332f57c6f	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	design education	gendering	design education	gendering	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
70	R16A-PAIR:b8cad97feea225b8c22b89e4a881d6b5fa7cd2d8748f73abd2d60e715783bf74	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	design education	education	design education	education	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
71	R16A-PAIR:a25418a2bbebfa48c11acb94fed7053e62d3b8fd774476f4d7383f104d1e0035	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	design education	exhibition	design education	exhibition	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
72	R16A-PAIR:09940533bc7a99c9f347d673d6be0f2aab34b8d3c17d682e3577fdcf68d5647e	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	design education	mediation	design education	mediation	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
73	R16A-PAIR:fae7bb61107f92937bfae3ad23c4c58e22a9c2d71d83e306632ea12d45642354	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	design education	cultural transformation	design education	cultural transformation	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
74	R16A-PAIR:3fcd55475bb13e4114c5b0b438402583da3b02856a0058863ef624a0e1f3788b	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	design education	mobile object	design education	mobile object	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
75	R16A-PAIR:0726c34ba7385282b28d1824ab7e2a22b212a6000a22bc5adefe1683b984662d	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	design education	production	design education	production	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
76	R16A-PAIR:6d282ad0cf64d7660c7a5e3722728c107525fa2a43f267188a3b2f1769bff6a1	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	design education	consumption	design education	consumption	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
77	R16A-PAIR:3220da570cdd3f5e3ecddc909d486316b7aa297cde59c96dde7685891fcc984a	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	design education	professionalization	design education	professionalization	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
78	R16A-PAIR:091f8507fa62134f0bd0d718357a195bb1b80c6e56618bceec5a76f9c4ca359e	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	design education	commodification	design education	commodification	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
79	R16A-PAIR:2e550aa73e0ef1234ac7c21326badd469d52aed592d515fce922bdb80a62f072	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	design education	production site	design education	production site	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
80	R16A-PAIR:bf8407a87968ae487f3a5f79f7f9618458bebb67691cc706704f63f808129da4	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	design education	piracy	design education	piracy	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
81	R16A-PAIR:c3d2d988d9bbc2537272c1823011f2d7fa7792875800837b87c696d322a3bd78	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	design education	cultural transfer	design education	cultural transfer	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
82	R16A-PAIR:b94636369485b9f30621607ca1c77c40a1b23b96405e546113b3f54f43297299	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	design education	propaganda	design education	propaganda	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
83	R16A-PAIR:a4ef9e047fe42fe9726140786f5bceeb8e43a8d14b30223b55c51fb7101c9d5f	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	design education	advertising	design education	advertising	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
84	R16A-PAIR:f635e2ce628cb86ac23034efb8ccc136b33d7b74efeb526a0277bc5d268cf2de	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	design education	material displacement	design education	material displacement	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
85	R16A-PAIR:9ba0fe0cb3ade157893a3160fa1a0abd1914c9ba76dc155eb131508c0300c2a5	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	design education	canonization	design education	canonization	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
86	R16A-PAIR:f3d03b1786a3fd03e078a1f2bc0e5ae3b624cb762382e03d70ed94a7a3e6585a	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	design education	imitation	design education	imitation	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
87	R16A-PAIR:effc948921c968d010eaa9f238310f753467a2419622d8516ecc1ba3b3050d4e	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	design education	rejection	design education	rejection	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
88	R16A-PAIR:47f2ee12db7146a0ea92560327f12497bbcf91d14a0f7e0790a3c4096bc9a48d	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea	TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d	photography	trade	photography	trade	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea|TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
89	R16A-PAIR:e70a10ba9670ba73bfa6db1b3304a2baaefd89c370ec1ee88fd9ebbf99699383	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	photography	adaptation	photography	adaptation	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea|TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
90	R16A-PAIR:c79532217b22afe5f8452066e7acf8ab00418e9c286a6fcc674a6bab67625e0a	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	photography	design diplomacy	photography	design diplomacy	TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea|TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
